Drug_Database,Targets
tizanidine_all,"['AR', 'CYP1A2', 'NISCH', 'ADRA1D', 'ADRA1B', 'ADRA2B', 'ADRA2C', 'ADRA1A', 'ADRA2A']"
midodrine_all,"['CYP1A2', 'ADRA1B', 'ADRA1D', 'SLC47A2', 'SLC15A1', 'CYP2C19', 'SLC47A1', 'CYP3A4', 'ADRA1A', 'CYP2C9', 'CYP2D6']"
tretinoin_all,"['RARG', 'RARA', 'RARB']"
triamterene_all,"['HPGD', 'MUT', 'CYP1A2', 'ACE', 'HTATIP2', 'HSD17B8', 'PTGR1', 'ADRB2', 'GFER', 'TP53', 'CDK4', 'GAA', 'ABCG2', 'UXS1', 'HSD17B1', 'DHRS11', 'GALE', 'CD1D', 'AKR1C4', 'THRB', 'PTGR2', 'SCNN1A', 'GPD1L', 'EGFR', 'LMCD1', 'RND1', 'RNASEL', 'JAK2', 'CRYZ', 'ESR1', 'BCAT1', 'SERPINE1', 'IDH1', 'SCNN1G', 'CSNK1D', 'SPR', 'THEM4', 'Abcb1a', 'CBR1', 'CSNK1A1', 'HIF1A', 'CBR3', 'RAB11FIP2', 'PPARD', 'TPTEP2-CSNK1E', 'HSDL2', 'RTN4IP1', 'AKR1B10', 'HSPB1', 'KAT2A', 'NFE2L2', 'CRYM', 'DHRS4', 'HSD17B4', 'NME2', 'SYTL2', 'PCNA', 'AR', 'TSTA3', 'HSD11B1', 'SCNN1D', 'PROCR', 'MMACHC', 'ENaC', 'HSD17B10', 'TH', 'SCNN1B', 'DCXR', 'GLTP']"
phenylephrine_all,"['ADRA1A', 'D2R', 'ADRA1B', 'ADRA1D']"
guanfacine_all,"['SLC22A2', 'EHMT2', 'ADRA2B', 'SLC22A1', 'CYP2C19', 'SLC47A1', 'CYP3A4', 'ADRA2C', 'ADRA2A', 'CYP2D6']"
probenecid_all,"['SLC22A11', 'SLC22A8', 'SLC22A6', 'PANX1', 'SLC22A12']"
trazodone_all,"['MET', 'HRH1', 'DRD1', 'TNFAIP6', 'EREG', 'SLC7A11', 'SLPI', 'CYP2D6', 'HTR2A', 'BMP6', 'HTR1A', 'TNNT3', 'CYP1B1', 'SLC6A2', 'PID1', 'CHRM1', 'CHRM3', 'SOD2', 'CYP3A7-CYP3A51P', 'CHRM2', 'Htr2c', 'ADRA1B', 'KCNH2', 'CAT', 'IL1A', 'SLC6A4', 'IL1B', 'KAT2A', 'SLC6A3', 'CYP3A5', 'HTR2B', 'CHRM4', 'NOS2', 'Htr2a', 'SERT', 'CXCL8', 'HTR2C', 'SLC22A2', 'PTGS2', 'HSD17B10', 'CYP3A4', 'ADRA1A', 'ADRA2A', 'ABCB1', 'IL24']"
zolpidem_all,"['CYP1A2', 'GABRA1', 'GABRA6', 'GABRA3', 'CYP2D6', 'GABRB3', 'CYP2C19', 'CYP2C9', 'GABRA2', 'GABRB1', 'GABRA4', 'GABRG3', 'CYP3A5', 'A', 'AR', 'TSPO', 'HSD17B10', 'CYP3A4', 'GABRG2']"
zaleplon_all,"['GABRB1', 'GABRB2', 'TSPO', 'GABRA1', 'AOX1', 'GABRA4', 'CYP3A4', 'CYP3A7-CYP3A51P', 'GABRG2', 'CYP3A5', 'A']"
basiliximab_all,"['IL2RA', 'IL2RG', 'IL2RB']"
ustekinumab_all,"['TYMS', 'IL23A', 'PDF', 'IL12A', 'IL12B', 'IL23', 'DHFR']"
clonidine_all,"['AKR7A2', 'KYAT1', 'CTBP1', 'THAP4', 'AKR1C3', 'RELA', 'SNRPD3', 'ADRA2C', 'IRAK4', 'REN', 'FKBP5', 'RBP4', 'AKR1C4', 'THRB', 'TP53I3', 'ADRA2B', 'FABP7', 'PGA4', 'AMD1', 'DPP4', 'DBH', 'AKR1B1', 'ACSS1', 'PCTP', 'KDM7A', 'ADRA1B', 'ADRA1D', 'MMP3', 'H3F3A', 'PHF2', 'AOC3', 'AKR1B10', 'AOC1', 'HIST1H3H', 'KDM1A', 'PITPNA', 'NME2', 'PCNA', 'EGLN1', 'NEK1', 'TAT', 'PROCR', 'MMP9', 'GIF', 'METAP2', 'FKBP4', 'ADRA1A', 'ADRA2A', 'AKR7A3']"
hydrocodone_all,"['OPRD1', 'OPRK1', 'MRGPRX2', 'CYP2B6', 'OPRM1', 'CYP2C19', 'SIGMAR1', 'MOP', 'CYP3A4', 'CYP3A5', 'CYP2D6']"
codeine_all,"['OPRD1', 'OPRK1', 'CXCL8', 'MRGPRX2', 'AR', 'OPRM1', 'KCNH2', 'UGT2B7', 'UGT2B4', 'CCL5', 'SLC22A1', 'CCL2', 'CYP3A4', 'CES2', 'Cyp2d22', 'ABCB1', 'CYP2D6']"
ketoprofen_all,"['COX-2', 'PTGS2', 'PTGS1']"
rivastigmine_all,"['AChE', 'BCHE', 'ACHE', 'CHAT', 'CHRNA7', 'Ache']"
fenoprofen_all,"['HPGD', 'UGT1A10', 'HTATIP2', 'PTGR1', 'RAC1', 'SUOX', 'NCOA1', 'PTGS1', 'PPARA', 'UXS1', 'HSD17B1', 'CYB5B', 'DHRS11', 'GALE', 'NMNAT3', 'THRB', 'ACSL1', 'UGT2B7', 'ACSL6', 'HLA-DPA1', 'CRYZ', 'TGFB1', 'VDR', 'SPR', 'FABP3', 'MED1', 'KAT2B', 'CBR1', 'COX', 'CBR3', 'NCOA2', 'MYH14', 'UGT1A3', 'NGFR', 'HSDL2', 'TNF', 'SLC5A8', 'HIST1H3H', 'HSD17B4', 'HLA-DQB1', 'NME2', 'NMNAT1', 'HLA-DRB6', 'PPARG', 'PCNA', 'HSD11B1', 'PTGS2', 'PROCR', 'MMACHC', 'UGT1A7', 'NAA50', 'GIF', 'ALB', 'SOS1', 'UGT1A8']"
repaglinide_all,"['HRH1', 'TCF7L2', 'SLCO2B1', 'KCNJ1', 'IGF2BP2', 'ABCB11', 'SLCO1B3', 'CASP3', 'ATF6', 'GFAP', 'NEUROD1', 'NOS1AP', 'HSPA5', 'SLCO1B1', 'Ins1', 'HLA-F', 'NR1I2', 'PAX4', 'DDIT3', 'ABCC8', 'ABCC9', 'PINK1', 'GCK', 'GLUD1', 'KCNJ11', 'KCNIP3', 'CAT', 'SLC15A1', 'CYP2C8', 'KCNQ1', 'HLA-K', 'IL6', 'IL1B', 'SLC30A8', 'PPARG', 'AR', 'CXCL8', 'SLC2A2', 'MR1', 'ALB', 'CYP3A4', 'BECN1']"
etoposide_all,"['FASLG', 'CASP3', 'CYCS', 'TOP2A', 'TOP2B', 'TP53', 'TOP2']"
isocarboxazid_all,"['CYP1A2', 'OGG1', 'MAO-A', 'MAOA', 'MAOB']"
oxybutynin_all,"['Chrm1', 'MET', 'ABCB4', 'SLPI', 'ABCB11', 'CYP2D6', 'ORM1', 'CHRM1', 'CHRM3', 'DRD2', 'CHRM2', 'CYP2C8', 'CHRM5', 'CYP3A5', 'CHRM4', 'SLC22A2', 'ALB', 'JUN', 'CYP3A4', 'CES2', 'IL24']"
asenapine_all,"['HTR6', 'HTR2A', 'HRH1', 'DRD3', 'HTR1A', 'HTR2C', 'HTR7', 'HRH2', 'HTR1B', 'DRD4', 'DRD2', 'ADRA1A']"
abatacept_all,"['CD80', 'FUN1', 'CD86']"
ribavirin_all,"['RAN', 'DLD', 'PTGR1', 'GRHPR', 'GMPR', 'RPS6KB1', 'REN', 'DHRS11', 'GALE', 'CD1D', 'ARHGEF11', 'THRB', 'ROCK1', 'TXN', 'TCN2', 'RND1', 'MTRR', 'SNAI1', 'ACSS1', 'XDH', 'IMPDH1', 'RTN4IP1', 'IPO13', 'PRKCQ', 'HAO1', 'DHRS4', 'HSD17B4', 'KDM1A', 'NME2', 'AKT2', 'SYTL2', 'RAB11FIP3', 'PCNA', 'NMRAL1', 'RNLS', 'NS5B', 'GIF', 'CTSG', 'TK1', 'RUVBL1']"
ribociclib_all,"['CCND3', 'CDK4', 'CCND1', 'PIK3CA', 'PGR', 'ESR2', 'NOTCH1', 'ERBB2', 'SMARCA4', 'ESR1', 'GPT', 'NRAS', 'CDC37', 'CDKN2A', 'RB1', 'CDK6', 'CYP3A4', 'CCND2', 'BRAF']"
fesoterodine_all,"['CHRM4', 'CHRM2', 'CHRM5', 'CHRM1', 'CHRM3', 'CYP3A4', 'ABCB1', 'CYP2D6']"
azacitidine_all,"['DNMT3A', 'DNMT1']"
lomefloxacin_all,"['CYP1A2', 'EHMT2', 'TOP2A', 'TOP2B', 'ABCC2', 'TOP2', 'gyrA', 'gyrB', 'SLC22A5']"
paliperidone_all,"['HRH1', 'DRD3', 'DRD1', 'EHMT2', 'ABCB4', 'ABCG2', 'DRD4', 'ADRA2C', 'CYP2D6', 'HTR2A', 'SH2B1', 'ERBB4', 'HTR1D', 'HTR1A', 'ADRA2B', 'FADS2', 'DRD2', 'Abcb1a', 'ADRA1B', 'KCNH2', 'IL1A', 'BDNF', 'IL1B', 'MC4R', 'RABEP1', 'CYP3A5', 'CXCL8', 'HTR2C', 'HTR7', 'PRL', 'CYP3A4', 'ADRA1A', 'ADRA2A', 'ABCB1', 'Abcb1b', 'IL24']"
interferon beta-1a_all,"['IFNAR2', 'IFNB1', 'IFNAR1']"
aminocaproic acid_all,"['ACADSB', 'MUT', 'DLD', 'MAPK3', 'NCOA1', 'UXS1', 'FOLH1', 'EP300', 'GALE', 'CD1D', 'NMNAT3', 'CHIT1', 'THRB', 'GCDH', 'SERPINC1', 'TP53I3', 'GPD1L', 'AOX1', 'AKR1D1', 'PNMT', 'MED1', 'TLR1', 'PCTP', 'RAMP1', 'NCOA2', 'MAPK1', 'LPA', 'HSDL2', 'CRYM', 'GRPR', 'HIST1H3H', 'HSD17B4', 'PITPNA', 'NME2', 'AIM2', 'PCNA', 'PLG', 'RNLS', 'A2M', 'PROCR', 'MMACHC', 'GIF', 'HSD17B10', 'PLAT', 'MAVS', 'TK1', 'PANK3']"
glyburide_all,"['KCNJ11', 'ABCC8']"
paritaprevir_all,"['IFNL3', 'NS3', 'NS4A']"
rizatriptan_all,"['HTR2A', 'HTR4', 'HTR1D', 'HTR1A', 'HTR2C', 'HTR1F', 'MAOA', 'HTR1B', 'HTR1E']"
levobunolol_all,"['ADRB1', 'ADRB3', 'ADRB2', 'Adrb3', 'CYP2D6']"
ambrisentan_all,"['NOS3', 'UGT1A9', 'EDNRA', 'UGT2B7', 'EDN1', 'UGT1A3', 'CYP2C19', 'SLCO1B1', 'IL6', 'IL1B', 'TNF', 'CYP3A4', 'EDNRB', 'CYP3A5', 'ABCB1', 'SLCO1B3']"
levetiracetam_all,"['HTR3A', 'SV2A', 'CACNA1B']"
hydroxychloroquine_all,"['TLR9', 'TLR7']"
pilocarpine_all,"['MUT', 'NF1', 'CYP2B6', 'CETP', 'CYP2R1', 'CYP19A1', 'NCOA1', 'UXS1', 'NR1H2', 'CYP1A1', 'CYP7A1', 'CD1D', 'CD1C', 'CYP2D6', 'THRB', 'CYP2E1', 'TCN2', 'CYP1B1', 'F2R', 'CHRM1', 'CHRM3', 'CYP2C9', 'AQP5', 'TLR1', 'XDH', 'CD1A', 'NCOA2', 'CYP46A1', 'CYP2C8', 'CHRM5', 'UBE2M', 'KDM1A', 'NME2', 'CYP17A1', 'PPARG', 'PCNA', 'PROCR', 'GIF', 'CD1B', 'ACADM', 'CYP3A4', 'GLTP', 'TTPA', 'BDNF']"
indomethacin_all,"['COX-2', 'MUT', 'DLD', 'CETP', 'PTGR1', 'GSTA4', 'AK4', 'NCOA1', 'AKR1C3', 'PTGS1', 'MMP1', 'GLO1', 'REN', 'CTNNB1', 'CD1D', 'NMNAT3', 'NOS3', 'GSR', 'THRB', 'PPARGC1B', 'PTGR2', 'TXN', 'TCN2', 'MPO', 'PGF', 'AKR1C2', 'TLR1', 'NR0B2', 'NCOA2', 'PTGER3', 'IL1B', 'TNF', 'EDN1', 'HSD17B4', 'NME2', 'PCNA', 'PPARG', 'TBXA2R', 'PTGS2', 'NQO1', 'PROCR', 'PTGIR', 'GIF', 'ALB', 'PTGER2']"
ibuprofen_all,"['COX-2', 'MUT', 'DLD', 'HTATIP2', 'PTGR1', 'PTGS1', 'CYB5B', 'CXCR1', 'CD1D', 'IL8', 'NMNAT3', 'DUT', 'GSR', 'COL4A3BP', 'THRB', 'GSTK1', 'TXN', 'FABP5', 'FABP7', 'TCN2', 'BPI', 'DDR1', 'MTRR', 'SPR', 'FABP3', 'UGDH', 'SNAI1', 'PCTP', 'THEM4', 'RBP2', 'HSDL2', 'DECR2', 'KAT2A', 'PMP2', 'NME2', 'CXCR2', 'PCNA', 'TSTA3', 'RNLS', 'PTGS2', 'ALOX5', 'PROCR', 'NAA50', 'GIF', 'DCXR', 'ALB', 'FABP4', 'GMDS']"
peginterferon alfa-2a_all,"['IFNAR2', 'IFNA2', 'IFNAR1']"
peginterferon alfa-2b_all,"['IFNAR2', 'IFNA2', 'IFNAR1']"
ponatinib_all,"['ABL1', 'BCR', 'KDR', 'ABL', 'RET', 'KIT', 'FLT-3', 'FLT3']"
lamivudine_all,"['LCMT1', 'DGUOK', 'HIST1H4I', 'MUT', 'GSTA4', 'NCOA1', 'ERO1A', 'CD1D', 'pol', 'NMNAT3', 'GSR', 'THRB', 'TXN', 'ACAD8', 'BCL2L1', 'MME', 'MPO', 'GSTA1', 'SPR', 'P', 'NR0B2', 'HMOX1', 'NCOA2', 'CYP46A1', 'BLVRA', 'RTN4IP1', 'DCK', 'RRP8', 'NTMT1', 'S1PR1', 'HTR2B', 'PDE9A', 'NME2', 'PCNA', 'NMRAL1', 'HIV RT', 'OPRL1', 'HMGCS2', 'DDX52', 'GIF']"
lapatinib_all,"['MET', 'MAP2K1', 'BTK', 'SEC14L2', 'MERTK', 'TBK1', 'NMNAT3', 'HER2', 'ERBB4', 'ZAP70', 'TEK', 'ERBB2', 'BPI', 'ERBB3', 'EGFR', 'EPHA2', 'EPHB4', 'FGFR1', 'JAK2', 'ALK', 'RET', 'TYK2', 'eEF-2K', 'STK10', 'SYK', 'MAP2K2', 'PTK2', 'BMX', 'NME2', 'PCNA', 'CCNC', 'ITK', 'ABL1', 'CHEK2', 'MAPK11', 'SRC', 'NTRK1']"
lansoprazole_all,"['ATP4B', 'ATP4A', 'CYP2C19', 'CYP2C9']"
lanreotide_all,"['SSTR5', 'SSTR4', 'SSTR2']"
pindolol_all,"['UGT1A10', 'UGT1A9', 'ADRB2', 'MAPK3', 'UGT2B4', 'SULT6B1', 'REN', 'CYP2D6', 'HTR2A', 'ADRB3', 'SULT1B1', 'HTR1A', 'SULT4A1', 'ORM1', 'UGT2B7', 'UGT1A6', 'HTR1B', 'SULT1A1', 'ORM2', 'GLA', 'SULT1A2', 'MAPK1', 'UGT1A3', 'SULT2A1', 'SULT1C3', 'HTR2B', 'SULT1A4', 'ADRB1', 'SLC22A2', 'UGT1A4', 'UGT1A7', 'PRL', 'SULT1C2', 'UGT1A1', 'ALB', 'SULT1C4', 'UGT1A8', 'AGT']"
iloperidone_all,"['HRH1', 'DRD3', 'DRD1', 'CELF4', 'DRD4', 'ADRA2C', 'D2R', 'ABCB11', 'CYP2D6', 'HTR6', 'HTR2A', 'CYP2E1', 'HTR1A', 'NUBPL', 'CYP3A7-CYP3A51P', 'DRD2', 'Drd2', 'Htr1a', 'CYP3A5', 'CERKL', 'HTR2C', 'Htr7', 'HTR7', 'CYP3A4', 'ADRA1A', 'ADRA2A', 'Htr6', 'NRG3']"
piroxicam_all,"['PTGS2', 'COX-1', 'PTGS1']"
ketorolac_all,"['CAPN2', 'PTGER4', 'PTGS1', 'CASP9', 'CYP2D6', 'CASP3', 'ICAM1', 'CASP4', 'HLA-G', 'UGT2B7', 'CYSLTR1', 'FABP2', 'MPO', 'FOS', 'CYP2C9', 'NR4A1', 'HLA-E', 'COX', 'HIF1A', 'EPAS1', 'HLA-A', 'CYP2C8', 'SELE', 'IL1B', 'fabp10a', 'FCER1A', 'PTGS2', 'CXCL1', 'CASP1', 'IL4', 'STAT6', 'CASP5']"
pantoprazole_all,"['SLC22A8', 'CYP1A2', 'SLC22A6', 'C4BPB', 'ABCG2', 'RETSAT', 'ATP4B', 'CYP1A1', 'Cyp2b1', 'C1QC', 'Cyp2b2', 'ATP4A', 'CASP3', 'CYP2E1', 'ABCC2', 'CYP2C19', '+', 'MPO', 'Ugt2b1', 'TGFB1', 'VDR', 'CYP2C9', 'MAPT', 'DDAH1', 'GCG', 'C1QA', 'ABCA1', 'CYP3A5', 'C4BPA', 'PCNA', 'CFI', 'SERPING1', 'UGT1A1', 'CYP3A4', 'ABCB1', 'HAMP']"
phendimetrazine_all,"['ADRA1A', 'SLC6A2', 'ADRA1B', 'SLC6A3']"
glipizide_all,"['AKR1C1', 'G6PD', 'ABCC8', 'PPARG', 'PCK1', 'KCNJ11', 'SLC2A4', 'AKR1C3', 'UGT1A1', 'ALB', 'KCNJ1', 'CYP2C9', 'ABCB11', 'KCNJ10', 'AKR1C2']"
ranolazine_all,"['CACNB2', 'SCN9A', 'KCNJ14', 'ABCB11', 'CYP2D6', 'KCNJ2', 'CACNB1', 'ADRA1A', 'SCN5A', 'SCN1A', 'ORM1', 'KCNJ4', 'SCN4B', 'SCN10A', 'SCN8A', 'CACNA1S', 'CACNA1C', 'CACNA1D', 'SCN11A', 'SCN3B', 'ADRA1D', 'ADRA1B', 'SCN1B', 'SCN2B', 'CACNB3', 'SLC47A1', 'SCN7A', 'ADRB1', 'PLG', 'SLC47A2', 'SCN3A', 'CACNA1F', 'CACNB4', 'KCNJ12', 'SCN4A', 'CYP3A4', 'SCN2A', 'ABCB1']"
liothyronine_all,"['MUT', 'CETP', 'CYP2R1', 'CYP19A1', 'NCOA1', 'THRA', 'NR1H2', 'CTNNB1', 'CYP7A1', 'CYP2D6', 'THRB', 'TCN2', 'RORC', 'SNAI1', 'NCOA2', 'CYP2C8', 'KDM1A', 'NME2', 'PCNA', 'PPARG', 'PROCR', 'CD1B', 'ACADM', 'CYP3A4']"
ramelteon_all,"['FGF8', 'EYA1', 'OLIG3', 'CYP1A2', 'MTNR1A', 'CYP2C', 'AQP1', 'MFN2', 'CYP2C19', 'HOXB7', 'TOMM20', 'UNCX', 'CYP11A1', 'CYP2C9', 'SIRT3', 'MESP2', 'AQP5', 'DNM1L', 'MEOX1', 'MTNR1B', 'IL1B', 'CASP8', 'PAX6', 'WNT5A', 'HSD3B1', 'IFNB1', 'HSD17B12', 'CYP3A4', 'ALDH1A2']"
flurbiprofen_all,"['COX-2', 'CYP2R1', 'NCOA1', 'PTGS1', 'THRA', 'PPARA', 'PGR', 'CYP1A1', 'CD1D', 'NMNAT3', 'THRB', 'CYP2E1', 'F2R', 'CYP2C9', 'VDR', 'MED1', 'TLR1', 'CD1A', 'NCOA2', 'NME2', 'PCNA', 'PTGS2', 'CYP3A4']"
aprotinin_all,"['KLKB1', 'PLG']"
rabeprazole_all,"['CYP1A2', 'EHMT2', 'ABCG2', 'ATP4B', 'CYP1A1', 'CYP2D6', 'ATP4A', 'ALOX15B', 'IL10', 'CYP2C19', '+', 'VDR', 'CYP2C9', 'MAPT', 'ALDH1A1', 'HEXB', 'CYP2C8', 'IL1B', 'TNF', 'CYP3A4']"
interferon gamma-1b_all,"['IFNGR1', 'IFNGR2']"
interferon beta-1b_all,"['IFNAR2', 'IFNAR1']"
frovatriptan_all,"['HTR1B', 'CYP1A2', 'HTR1D', 'HTR1A']"
fulvestrant_all,"['AR', 'ESR', 'TFF1', 'PGR', 'ESR2', 'ESR1']"
imipramine_all,"['HPGD', 'HRH1', 'MUT', 'HTATIP2', 'DBI', 'NCOA1', 'SEC14L2', 'DHRS11', 'CTNNB1', 'GALE', 'CYP7A1', 'THRB', 'HTR1A', 'GSTK1', 'ADH7', 'BCL2L1', 'DRD2', 'SPR', 'NET', 'MED1', 'TRAPPC3', 'GDA', 'NR0B2', 'ADRA1B', 'ADRA1D', 'KCNH2', 'HMOX1', 'NCOA2', 'SLC6A4', 'CRYM', 'SLC6A3', 'DHRS4', 'HIST1H3H', 'HSD17B4', 'S1PR1', 'HTR2B', 'NME2', 'PCNA', 'HTR2C', 'PROCR', 'CD1B', 'CYP3A4', 'FKBP4', 'ADRA1A', 'IDO1', 'SLC6A2']"
protriptyline_all,"['MET', 'DRD1', 'ABCB4', 'EREG', 'SLC7A11', 'NFKB1', 'SLPI', 'CYP2D6', 'BMP6', 'SLC6A2', 'SULT1A1', 'PID1', 'ADORA3', 'NET', 'SLC6A4', 'SULT2A1', 'SLC6A3', 'THPO', 'PTGS2', 'HSD17B10', 'ABCB1', 'IL24']"
levothyroxine_all,"['CD40LG', 'MAPK12', 'AKR1C3', 'THRA', 'GSK3B', 'RPS6KB1', 'CDK16', 'GALE', 'CD1D', 'GSR', 'THRB', 'TEK', 'MAP3K5', 'TCN2', 'BPI', 'AIFM1', 'AKR1D1', 'ACVR1', 'CDK2', 'LIMK1', 'CYB5R3', 'AKR1C2', 'SYK', 'TTR', 'MAPKAPK3', 'DHRS4', 'HSD17B4', 'KDM1A', 'NME2', 'AKT2', 'PCNA', 'ALDOA', 'HSD11B1', 'PROCR', 'GIF', 'MAPK11', 'STK25', 'SRC', 'SERPINA7']"
propylthiouracil_all,"['DIO1', 'TPO']"
propranolol_all,"['CYP1A2', 'ADRB2', 'KCNAB2', 'AKR1C3', 'CTBP2', 'SNRPD3', 'PTH', 'REN', 'EP300', 'UCN', 'CD1D', 'AKR1C4', 'PXN', 'CHIT1', 'ADRB3', 'THRB', 'HTR1A', 'UCN3', 'RNASEL', 'PGA4', 'HTR1B', 'DBH', 'MTRR', 'LCN2', 'THEM4', 'MGAM', 'G6PD', 'PCTP', 'KCNH2', 'HSDL2', 'AKR1B10', 'SULT2A1', 'AGER', 'NME2', 'AIM2', 'PCNA', 'ADRB1', 'IGHV3-23', 'IGHG1', 'DCPS', 'GIF', 'METAP2', 'ALDH2', 'MAVS', 'F10', 'GMDS', 'GLUL']"
amitriptyline_all,"['CD40LG', 'HRH1', 'MUT', 'APOM', 'TP53', 'UAP1', 'AKR1C3', 'PIK3CA', 'SNRPD3', 'GALE', 'CD1D', 'FKBP5', 'AKR1C4', 'NMNAT3', 'TEK', 'THRB', 'COL4A3BP', 'RLBP1', 'HTR1A', 'FABP7', 'BPI', 'ORM2', 'CHRM1', 'CHRM3', 'MTRR', 'ALDH7A1', 'TK1', 'NET', 'FABP3', 'PANK1', 'TLR1', 'PDE10A', 'ADRA1B', 'ADRA1D', 'CD1A', 'NCOA2', 'CHRM5', 'SLC6A4', 'PMP2', 'PITPNA', 'NME2', 'CHRM4', 'PCNA', 'SERT', 'NMT1', 'HTR2C', 'PANK3', 'PROCR', 'GIF', 'KDM6B', 'KCNA1', 'ADRA1A', 'AKR7A3', 'SLC6A2']"
interferon alfacon-1_all,"['IFNAR2', 'IFNAR1']"
phenelzine_all,"['MAOA', 'MAO-B', 'MAOB']"
glimepiride_all,"['AKR1C1', 'CAPN2', 'CAPN1', 'SLCO2B1', 'TP53', 'AKR1C3', 'KCNJ1', 'ABCB11', 'SLCO1B3', 'CASP3', 'HLA-G', 'SLCO1B1', 'Ins1', 'CYP2C9', 'CAPN10', 'NR1I2', 'G6PD', 'ABCC8', 'ABCC9', 'PCK1', 'KCNJ11', 'IRS1', 'TNF', 'INS', 'CYP3A4']"
alprostadil_all,"['CATSPER4', 'CYP1A2', 'ADRB2', 'PTGFR', 'PTGER4', 'Ptger4', 'RELA', 'REN', 'TIMP1', 'Ptger1', 'CYP2D6', 'PTGER1', 'CASP3', 'IL23A', 'ABCC4', 'VASP', 'Ptger2', 'CYP2C19', 'NPPA', 'CYP2C9', 'NFKBIA', 'NPPB', 'Ptger3', 'CATSPER3', 'PTGER3', 'IL6', 'TNF', 'TNFRSF11B', 'CATSPER2', 'NOS2', 'Ptgir', 'PTGDR', 'TBXA2R', 'PTGIR', 'CATSPER1', 'CYP3A4', 'PTGER2', 'CXCL2', 'AGT']"
duloxetine_all,"['DRD3', 'MIEF2', 'CYP1A2', 'CYP2B6', 'SKIC3', 'ANO2', 'TREML4', 'GMNN', 'CYP1A1', 'CYP2D6', 'HTR6', 'HTR2A', 'INVS', 'ORM1', 'CYP1B1', 'CYP2C19', 'ORM2', 'ATP10A', 'CYP2C9', 'NRXN1', 'NET', 'HMOX1', 'KCNH2', 'KCNJ6', 'TEX10', 'SLC6A4', 'NFE2L2', 'SLC6A3', 'KMT2E', 'CYP17A1', 'AR', 'SERT', 'HTR2C', 'FCN2', 'NCAM1', 'PRL', 'KCNJ5', 'ALB', 'KCNJ3', 'CYP3A4', 'ABCB1', 'ZNF385D', 'SLC6A2']"
lurasidone_all,"['HTR2A', 'Htr2a', 'HTR2C', 'HTR1A', 'HTR7', 'Drd2', 'CYP3A4', 'DRD2', 'ADRA2C', 'ADRA2A', 'Htr1a']"
nortriptyline_all,"['CHRM4', 'HRH1', 'SERT', 'ADRA1B', 'ADRA1D', 'HTR2C', 'CHRM5', 'SLC6A4', 'CHRM1', 'ADRA1A', 'SLC6A2']"
mifepristone_all,"['PCNA', 'PPARG', 'THRB', 'AR', 'PPARGC1B', 'NR0B2', 'NR3C1', 'NCOA2', 'NCOA1', 'PRL', 'ESRRG', 'FN1', 'PGR', 'NR1H2', 'CTNNB1', 'NME2']"
trospium_all,"['CHRM5', 'CHRM1', 'CHRM3', 'CHRM2', 'CYP2D6']"
thiothixene_all,"['ORF1ab', 'HRH1', 'HTR2A', 'CYP1A2', 'DRD1', 'DRD3', 'ATXN2', 'SLC22A1', 'D2R', 'ALB', 'DRD2', 'IDH1', 'CYP2D6']"
decitabine_all,"['DNMT1', 'RASSF1', 'MAGEA1', 'DNMT3A', 'TP53', 'MLH1', 'RARB', 'MGMT', 'CTAG1B']"
chlorpropamide_all,"['CYP1A2', 'SLC22A6', 'PTGS1', 'KCNJ1', 'NFKB1', 'CYP2D6', 'CYP2C19', 'SLC15A2', 'FOS', 'AVP', 'CYP2C9', 'G6PD', 'ABCC8', 'KCNJ11', 'SLC15A1', 'KCNJ10', 'INS', 'CYP3A4', 'ACE2']"
boceprevir_all,"['VDR', 'IFNL4', 'ORF1ab', 'NS4A', 'IFNL3', 'NS3', 'CTSA', 'CYP3A4', 'CYP3A5', 'ABCB1', 'SLC28A2', 'HCV NS3/4A']"
macitentan_all,"['SLC10A1', 'EDNRA', 'ORM1', 'ABCC2', 'CYP2C8', 'CYP2C19', 'ABCC3', 'ALB', 'ORM2', 'CYP3A4', 'EDNRB', 'CYP2C9', 'ABCB1']"
nicotine_all,"['MUT', 'NF1', 'CYP2B6', 'CYP2R1', 'NCOA1', 'UXS1', 'CHRNA2', 'CHAT', 'CYP1A1', 'CHRNB3', 'CD1D', 'CHRNA3', 'CYP2A13', 'NMNAT3', 'CD1C', 'THRB', 'CYP2D6', 'TCN2', 'BPI', 'IL10', 'FOS', 'CYP2C9', 'ALDH7A1', 'CHRNB2', 'SNAI1', 'MED1', 'CHRNA4', 'PCTP', 'TLR1', 'CD1A', 'NCOA2', 'CHRNA6', 'CYP46A1', 'CYP2C8', 'MAOA', 'CHRNA5', 'SLC6A3', 'KDM1A', 'NME2', 'CYP17A1', 'NOS2', 'PCNA', 'CYP2A6', 'RNLS', 'PTGS2', 'PROCR', 'GIF', 'CD1B', 'TH', 'ALDH2', 'CHRNB4', 'CYP3A4', 'CHRNA7', 'TTPA', 'PANK3', 'CHRFAM7A']"
nadolol_all,"['ADRB1', 'LPL', 'SLCO1A2', 'ADRB3', 'SLC47A2', 'ADRB2', 'POU2F2', 'ORM1', 'SLC22A1', 'IL10', 'ORM2', 'SLC47A1', 'IL12B', 'POU2F1', 'ABCB1']"
cevimeline_all,"['CHRM1', 'CHRM3']"
