name_0	drugbank_id_0	To	From	uniprot_id	name	drugbank_id
aminolevulinic acid	DB00855	ALAS1	Q5JAM2	Q5JAM2	aminolevulinic acid_all	DB00855_all
aminolevulinic acid	DB00855	NDUFB8	O95169	O95169	aminolevulinic acid_all	DB00855_all
aminolevulinic acid	DB00855	CASP3	P42574	P42574	aminolevulinic acid_all	DB00855_all
aminolevulinic acid	DB00855	PARP1	P09874	P09874	aminolevulinic acid_all	DB00855_all
aminolevulinic acid	DB00855	MAPK1	P28482	P28482	aminolevulinic acid_all	DB00855_all
aminolevulinic acid	DB00855	PMP22	N/A	N/A	aminolevulinic acid_all	DB00855_all
aminolevulinic acid	DB00855	TP53	P04637	P04637	aminolevulinic acid_all	DB00855_all
aminolevulinic acid	DB00855	SLC15A2	Q16348	Q16348	aminolevulinic acid_all	DB00855_all
aminolevulinic acid	DB00855	RELA	Q04206	Q04206	aminolevulinic acid_all	DB00855_all
aminolevulinic acid	DB00855	MPZ	N/A	N/A	aminolevulinic acid_all	DB00855_all
aminolevulinic acid	DB00855	ALAD	P13716	P13716	aminolevulinic acid_all	DB00855_all
aminolevulinic acid	DB00855	MMP1	P03956	P03956	aminolevulinic acid_all	DB00855_all
aminolevulinic acid	DB00855	UROD	P06132	P06132	aminolevulinic acid_all	DB00855_all
aminolevulinic acid	DB00855	CASP9	P55211	P55211	aminolevulinic acid_all	DB00855_all
aminolevulinic acid	DB00855	BAX	Q07812	Q07812	aminolevulinic acid_all	DB00855_all
aminolevulinic acid	DB00855	MAG	N/A	N/A	aminolevulinic acid_all	DB00855_all
aminolevulinic acid	DB00855	NFE2L2	N/A	N/A	aminolevulinic acid_all	DB00855_all
aminolevulinic acid	DB00855	MAPK3	P27361	P27361	aminolevulinic acid_all	DB00855_all
aminolevulinic acid	DB00855	PRKAA1	Q13131	Q13131	aminolevulinic acid_all	DB00855_all
aminolevulinic acid	DB00855	MMP2	P08253	P08253	aminolevulinic acid_all	DB00855_all
aminolevulinic acid	DB00855	FECH	P22830	P22830	aminolevulinic acid_all	DB00855_all
aminolevulinic acid	DB00855	FXN	Q16595	Q16595	aminolevulinic acid_all	DB00855_all
aminolevulinic acid	DB00855	HMOX1	P09601	P09601	aminolevulinic acid_all	DB00855_all
aminolevulinic acid	DB00855	Cyp2a5	N/A	N/A	aminolevulinic acid_all	DB00855_all
apraclonidine	DB00964	ADRA2B	P18089	P18089	apraclonidine_all	DB00964_all
apraclonidine	DB00964	ADRA2A	P08913	P08913	apraclonidine_all	DB00964_all
apraclonidine	DB00964	ADRA1A	P35348	P35348	apraclonidine_all	DB00964_all
apraclonidine	DB00964	ADRA2C	P18825	P18825	apraclonidine_all	DB00964_all
apraclonidine	DB00964	GABRA1	P14867	P14867	apraclonidine_all	DB00964_all
auranofin	DB00995	IKBKB	O14920	O14920	auranofin_all	DB00995_all
auranofin	DB00995	PRDX5	P30044	P30044	auranofin_all	DB00995_all
auranofin	DB00995	ALB	P02768	P02768	auranofin_all	DB00995_all
auranofin	DB00995	ESRR	N/A	N/A	auranofin_all	DB00995_all
azelaic acid	DB00548	polA	P52026	P52026	azelaic acid_all	DB00548_all
azelaic acid	DB00548	IGFBP3	P17936	P17936	azelaic acid_all	DB00548_all
azelaic acid	DB00548	COL4A3BP	N/A	N/A	azelaic acid_all	DB00548_all
azelaic acid	DB00548	AKR1C3	P42330	P42330	azelaic acid_all	DB00548_all
azelaic acid	DB00548	AKR1D1	P51857	P51857	azelaic acid_all	DB00548_all
azelaic acid	DB00548	NME2	P22392	P22392	azelaic acid_all	DB00548_all
azelaic acid	DB00548	TP53I3	N/A	N/A	azelaic acid_all	DB00548_all
azelaic acid	DB00548	PLAU	P00749	P00749	azelaic acid_all	DB00548_all
azelaic acid	DB00548	TCN2	N/A	N/A	azelaic acid_all	DB00548_all
azelaic acid	DB00548	IGHG1	P01857	P01857	azelaic acid_all	DB00548_all
azelaic acid	DB00548	ESR1	P03372	P03372	azelaic acid_all	DB00548_all
azelaic acid	DB00548	GNAL	N/A	N/A	azelaic acid_all	DB00548_all
azelaic acid	DB00548	SRD5A	N/A	N/A	azelaic acid_all	DB00548_all
azelaic acid	DB00548	THRB	P10828	P10828	azelaic acid_all	DB00548_all
azelaic acid	DB00548	Or55b4	N/A	N/A	azelaic acid_all	DB00548_all
azelaic acid	DB00548	SMYD3	N/A	N/A	azelaic acid_all	DB00548_all
azelaic acid	DB00548	PCNA	P12004	P12004	azelaic acid_all	DB00548_all
azelaic acid	DB00548	BCL2L1	Q07817	Q07817	azelaic acid_all	DB00548_all
azelaic acid	DB00548	TYR	P14679	P14679	azelaic acid_all	DB00548_all
azelaic acid	DB00548	NCOA1	Q15788	Q15788	azelaic acid_all	DB00548_all
azelaic acid	DB00548	SRD5A2	P31213	P31213	azelaic acid_all	DB00548_all
azelaic acid	DB00548	CD68	N/A	N/A	azelaic acid_all	DB00548_all
azelaic acid	DB00548	MAPK1	P28482	P28482	azelaic acid_all	DB00548_all
azelaic acid	DB00548	NCOA2	Q15596	Q15596	azelaic acid_all	DB00548_all
azelaic acid	DB00548	SERPINE1	P05121	P05121	azelaic acid_all	DB00548_all
azelaic acid	DB00548	TAB1	Q15750	Q15750	azelaic acid_all	DB00548_all
azelaic acid	DB00548	TYRP1	N/A	N/A	azelaic acid_all	DB00548_all
azelaic acid	DB00548	AGER	N/A	N/A	azelaic acid_all	DB00548_all
azelaic acid	DB00548	RELA	Q04206	Q04206	azelaic acid_all	DB00548_all
azelaic acid	DB00548	PLAT	P00750	P00750	azelaic acid_all	DB00548_all
azelaic acid	DB00548	GIF	N/A	N/A	azelaic acid_all	DB00548_all
azelaic acid	DB00548	JAK2	O60674	O60674	azelaic acid_all	DB00548_all
azelaic acid	DB00548	DCT	N/A	N/A	azelaic acid_all	DB00548_all
azelaic acid	DB00548	NCBP1	N/A	N/A	azelaic acid_all	DB00548_all
azelaic acid	DB00548	MBNL1	N/A	N/A	azelaic acid_all	DB00548_all
azelaic acid	DB00548	DLD	P09622	P09622	azelaic acid_all	DB00548_all
azelaic acid	DB00548	MITF	N/A	N/A	azelaic acid_all	DB00548_all
azelaic acid	DB00548	FASN	P49327	P49327	azelaic acid_all	DB00548_all
azelaic acid	DB00548	PPARG	P37231	P37231	azelaic acid_all	DB00548_all
azelaic acid	DB00548	MMACHC	Q9Y4U1	Q9Y4U1	azelaic acid_all	DB00548_all
azelaic acid	DB00548	PPP2R3B	N/A	N/A	azelaic acid_all	DB00548_all
azelaic acid	DB00548	NQO1	P15559	P15559	azelaic acid_all	DB00548_all
azelaic acid	DB00548	GRM7	Q14831	Q14831	azelaic acid_all	DB00548_all
azelaic acid	DB00548	NNT	Q13423	Q13423	azelaic acid_all	DB00548_all
azelaic acid	DB00548	PCTP	Q9UKL6	Q9UKL6	azelaic acid_all	DB00548_all
azelaic acid	DB00548	EP300	N/A	N/A	azelaic acid_all	DB00548_all
azelaic acid	DB00548	CCNC	N/A	N/A	azelaic acid_all	DB00548_all
azelaic acid	DB00548	KIF13B	N/A	N/A	azelaic acid_all	DB00548_all
azelaic acid	DB00548	AKR1C2	P52895	P52895	azelaic acid_all	DB00548_all
azelaic acid	DB00548	SUPV3L1	N/A	N/A	azelaic acid_all	DB00548_all
azelaic acid	DB00548	MAPK3	P27361	P27361	azelaic acid_all	DB00548_all
azelaic acid	DB00548	HIST1H3H	N/A	N/A	azelaic acid_all	DB00548_all
azelaic acid	DB00548	FOLH1	Q04609	Q04609	azelaic acid_all	DB00548_all
azelaic acid	DB00548	BPI	P17213	P17213	azelaic acid_all	DB00548_all
azelaic acid	DB00548	BDH2	N/A	N/A	azelaic acid_all	DB00548_all
azelaic acid	DB00548	AKR7A2	N/A	N/A	azelaic acid_all	DB00548_all
azelaic acid	DB00548	GNA15	N/A	N/A	azelaic acid_all	DB00548_all
azelaic acid	DB00548	SRD5A1	P18405	P18405	azelaic acid_all	DB00548_all
azelaic acid	DB00548	ODC1	P11926	P11926	azelaic acid_all	DB00548_all
azelaic acid	DB00548	ETFA	N/A	N/A	azelaic acid_all	DB00548_all
azelaic acid	DB00548	SRD5A3	Q9H8P0	Q9H8P0	azelaic acid_all	DB00548_all
azelaic acid	DB00548	TMEM173	N/A	N/A	azelaic acid_all	DB00548_all
baclofen	DB00181	KCNJ6	P48051	P48051	baclofen_all	DB00181_all
baclofen	DB00181	PDYN	N/A	N/A	baclofen_all	DB00181_all
baclofen	DB00181	TSHB	N/A	N/A	baclofen_all	DB00181_all
baclofen	DB00181	DRD3	P35462	P35462	baclofen_all	DB00181_all
baclofen	DB00181	TNF	P01375	P01375	baclofen_all	DB00181_all
baclofen	DB00181	GABRB1	P18505	P18505	baclofen_all	DB00181_all
baclofen	DB00181	NOS1	P29475	P29475	baclofen_all	DB00181_all
baclofen	DB00181	MAPK1	P28482	P28482	baclofen_all	DB00181_all
baclofen	DB00181	NFKB1	P19838	P19838	baclofen_all	DB00181_all
baclofen	DB00181	FSHB	N/A	N/A	baclofen_all	DB00181_all
baclofen	DB00181	LHB	N/A	N/A	baclofen_all	DB00181_all
baclofen	DB00181	RYR1	P21817	P21817	baclofen_all	DB00181_all
baclofen	DB00181	FOS	P01100	P01100	baclofen_all	DB00181_all
baclofen	DB00181	PENK	N/A	N/A	baclofen_all	DB00181_all
baclofen	DB00181	MAOB	P27338	P27338	baclofen_all	DB00181_all
baclofen	DB00181	GABBR	N/A	N/A	baclofen_all	DB00181_all
baclofen	DB00181	GABRB2	P47870	P47870	baclofen_all	DB00181_all
baclofen	DB00181	RYR2	Q92736	Q92736	baclofen_all	DB00181_all
baclofen	DB00181	ABCC4	O15439	O15439	baclofen_all	DB00181_all
baclofen	DB00181	TAC1	N/A	N/A	baclofen_all	DB00181_all
baclofen	DB00181	GABBR2	O75899	O75899	baclofen_all	DB00181_all
baclofen	DB00181	NFE2L2	N/A	N/A	baclofen_all	DB00181_all
baclofen	DB00181	MAPK3	P27361	P27361	baclofen_all	DB00181_all
baclofen	DB00181	ADORA3	P0DMS8	P0DMS8	baclofen_all	DB00181_all
baclofen	DB00181	GABBR1	Q9UBS5	Q9UBS5	baclofen_all	DB00181_all
baclofen	DB00181	BDNF	P23560	P23560	baclofen_all	DB00181_all
baclofen	DB00181	SCG2	N/A	N/A	baclofen_all	DB00181_all
baclofen	DB00181	GCG	N/A	N/A	baclofen_all	DB00181_all
baclofen	DB00181	CFTR	P13569	P13569	baclofen_all	DB00181_all
baclofen	DB00181	CREB1	P16220	P16220	baclofen_all	DB00181_all
baclofen	DB00181	CXCR4	P61073	P61073	baclofen_all	DB00181_all
boceprevir	DB08873	CYP3A4	P08684	P08684	boceprevir_all	DB08873_all
boceprevir	DB08873	NS4A	N/A	N/A	boceprevir_all	DB08873_all
boceprevir	DB08873	HCV NS3/4A	N/A	N/A	boceprevir_all	DB08873_all
boceprevir	DB08873	ORF1ab	N/A	N/A	boceprevir_all	DB08873_all
boceprevir	DB08873	ABCB1	P08183	P08183	boceprevir_all	DB08873_all
boceprevir	DB08873	CYP3A5	P20815	P20815	boceprevir_all	DB08873_all
boceprevir	DB08873	IFNL4	N/A	N/A	boceprevir_all	DB08873_all
boceprevir	DB08873	IFNL3	N/A	N/A	boceprevir_all	DB08873_all
boceprevir	DB08873	SLC28A2	N/A	N/A	boceprevir_all	DB08873_all
boceprevir	DB08873	CTSA	N/A	N/A	boceprevir_all	DB08873_all
boceprevir	DB08873	NS3	N/A	N/A	boceprevir_all	DB08873_all
boceprevir	DB08873	VDR	P11473	P11473	boceprevir_all	DB08873_all
botulinum toxin type a	DB00083	RHOB	P62745	P62745	botulinum toxin type a_all	DB00083_all
botulinum toxin type a	DB00083	ALB	P02768	P02768	botulinum toxin type a_all	DB00083_all
botulinum toxin type a	DB00083	SNAP25	P60880	P60880	botulinum toxin type a_all	DB00083_all
brentuximab vedotin	DB08870	CYP3A4	P08684	P08684	brentuximab vedotin_all	DB08870_all
brentuximab vedotin	DB08870	TUBB1	Q9H4B7	Q9H4B7	brentuximab vedotin_all	DB08870_all
brentuximab vedotin	DB08870	TUBA4A	P68366	P68366	brentuximab vedotin_all	DB08870_all
brentuximab vedotin	DB08870	TUBA1B	P68363	P68363	brentuximab vedotin_all	DB08870_all
brentuximab vedotin	DB08870	TUBB	P07437	P07437	brentuximab vedotin_all	DB08870_all
brentuximab vedotin	DB08870	TUBA3E	Q6PEY2	Q6PEY2	brentuximab vedotin_all	DB08870_all
brentuximab vedotin	DB08870	TUBA1A	Q71U36	Q71U36	brentuximab vedotin_all	DB08870_all
brentuximab vedotin	DB08870	TUBB3	Q13509	Q13509	brentuximab vedotin_all	DB08870_all
brentuximab vedotin	DB08870	TUBB8	N/A	N/A	brentuximab vedotin_all	DB08870_all
brentuximab vedotin	DB08870	TUBB2A	Q13885	Q13885	brentuximab vedotin_all	DB08870_all
brentuximab vedotin	DB08870	TUBB4B	P68371	P68371	brentuximab vedotin_all	DB08870_all
brentuximab vedotin	DB08870	TUBB2B	Q9BVA1	Q9BVA1	brentuximab vedotin_all	DB08870_all
brentuximab vedotin	DB08870	TUBA3C	Q13748	Q13748	brentuximab vedotin_all	DB08870_all
brentuximab vedotin	DB08870	TUBB6	Q9BUF5	Q9BUF5	brentuximab vedotin_all	DB08870_all
brentuximab vedotin	DB08870	TUBA1C	Q9BQE3	Q9BQE3	brentuximab vedotin_all	DB08870_all
brentuximab vedotin	DB08870	TNFRSF8	P28908	P28908	brentuximab vedotin_all	DB08870_all
brentuximab vedotin	DB08870	TUBB4A	P04350	P04350	brentuximab vedotin_all	DB08870_all
brentuximab vedotin	DB08870	ABCB5	Q2M3G0	Q2M3G0	brentuximab vedotin_all	DB08870_all
butorphanol	DB00611	OPRD1	P41143	P41143	butorphanol_all	DB00611_all
butorphanol	DB00611	OPRK1	P41145	P41145	butorphanol_all	DB00611_all
butorphanol	DB00611	OPRM1	P35372	P35372	butorphanol_all	DB00611_all
carteolol	DB00521	ADRB2	P07550	P07550	carteolol_all	DB00521_all
carteolol	DB00521	ADRB1	P08588	P08588	carteolol_all	DB00521_all
carteolol	DB00521	ADRB3	P13945	P13945	carteolol_all	DB00521_all
carteolol	DB00521	CYP2D6	P10635	P10635	carteolol_all	DB00521_all
cefepime	DB01413	ftsI	P0AD68	P0AD68	cefepime_all	DB01413_all
cefepime	DB01413	SLC15A1	P46059	P46059	cefepime_all	DB01413_all
cefepime	DB01413	arhgef9b	N/A	N/A	cefepime_all	DB01413_all
cefepime	DB01413	MB	P02144	P02144	cefepime_all	DB01413_all
cefepime	DB01413	tnni1c	N/A	N/A	cefepime_all	DB01413_all
cefepime	DB01413	EIF3I	N/A	N/A	cefepime_all	DB01413_all
cefepime	DB01413	urp2	N/A	N/A	cefepime_all	DB01413_all
cefepime	DB01413	DHFR	P00378	P00378	cefepime_all	DB01413_all
cefepime	DB01413	ADRA2C	P18825	P18825	cefepime_all	DB01413_all
cefepime	DB01413	SLC15A2	Q16348	Q16348	cefepime_all	DB01413_all
cefepime	DB01413	mrdA	P0AD65	P0AD65	cefepime_all	DB01413_all
cefepime	DB01413	dacA	P0AEB2	P0AEB2	cefepime_all	DB01413_all
cefepime	DB01413	NPY4R	P50391	P50391	cefepime_all	DB01413_all
cefepime	DB01413	ARHGAP45	N/A	N/A	cefepime_all	DB01413_all
cefepime	DB01413	mrcA	P02918	P02918	cefepime_all	DB01413_all
cefepime	DB01413	SOX18	N/A	N/A	cefepime_all	DB01413_all
cefepime	DB01413	mrcB	P02919	P02919	cefepime_all	DB01413_all
cefepime	DB01413	dacC	P08506	P08506	cefepime_all	DB01413_all
cefepime	DB01413	htr7a	N/A	N/A	cefepime_all	DB01413_all
cefepime	DB01413	Bact mrdA	N/A	N/A	cefepime_all	DB01413_all
cefepime	DB01413	IL2	P60568	P60568	cefepime_all	DB01413_all
cefepime	DB01413	HLA-DRB1	P01911	P01911	cefepime_all	DB01413_all
cefepime	DB01413	Mtp	N/A	N/A	cefepime_all	DB01413_all
cefepime	DB01413	Mt2	N/A	N/A	cefepime_all	DB01413_all
cefepime	DB01413	dacB	P24228	P24228	cefepime_all	DB01413_all
cefepime	DB01413	itgb3b	N/A	N/A	cefepime_all	DB01413_all
cefepime	DB01413	NPPA	N/A	N/A	cefepime_all	DB01413_all
cefepime	DB01413	SEMA3E	N/A	N/A	cefepime_all	DB01413_all
cefepime	DB01413	PGD	P52209	P52209	cefepime_all	DB01413_all
cefepime	DB01413	SLC22A5	O76082	O76082	cefepime_all	DB01413_all
cefepime	DB01413	AGT	P01019	P01019	cefepime_all	DB01413_all
cefepime	DB01413	CAT	P04040	P04040	cefepime_all	DB01413_all
cefixime	DB00671	POLH	N/A	N/A	cefixime_all	DB00671_all
cefixime	DB00671	APEX1	P27695	P27695	cefixime_all	DB00671_all
cefixime	DB00671	ftsI	P0AD68	P0AD68	cefixime_all	DB00671_all
cefixime	DB00671	SLC15A1	P46059	P46059	cefixime_all	DB00671_all
cefixime	DB00671	TDP1	N/A	N/A	cefixime_all	DB00671_all
cefixime	DB00671	POLK	Q9UBT6	Q9UBT6	cefixime_all	DB00671_all
cefixime	DB00671	GLS	O94925	O94925	cefixime_all	DB00671_all
cefixime	DB00671	SUMO1	N/A	N/A	cefixime_all	DB00671_all
cefixime	DB00671	RAB8A	N/A	N/A	cefixime_all	DB00671_all
cefixime	DB00671	SLC15A2	Q16348	Q16348	cefixime_all	DB00671_all
cefixime	DB00671	mrdA	P0AD65	P0AD65	cefixime_all	DB00671_all
cefixime	DB00671	dacA	P0AEB2	P0AEB2	cefixime_all	DB00671_all
cefixime	DB00671	mrcA	P02918	P02918	cefixime_all	DB00671_all
cefixime	DB00671	mrcB	P02919	P02919	cefixime_all	DB00671_all
cefixime	DB00671	dacC	P08506	P08506	cefixime_all	DB00671_all
cefixime	DB00671	POLI	N/A	N/A	cefixime_all	DB00671_all
cefixime	DB00671	dacB	P24228	P24228	cefixime_all	DB00671_all
cefixime	DB00671	KDM4A	N/A	N/A	cefixime_all	DB00671_all
cefixime	DB00671	SIRT5	Q9NXA8	Q9NXA8	cefixime_all	DB00671_all
cefixime	DB00671	SLC22A5	O76082	O76082	cefixime_all	DB00671_all
cefixime	DB00671	PLCG1	N/A	N/A	cefixime_all	DB00671_all
cefixime	DB00671	APAF1	O14727	O14727	cefixime_all	DB00671_all
ceftizoxime	DB01332	mrcB	P02919	P02919	ceftizoxime_all	DB01332_all
ceftizoxime	DB01332	dacC	P08506	P08506	ceftizoxime_all	DB01332_all
ceftizoxime	DB01332	dacB	P24228	P24228	ceftizoxime_all	DB01332_all
ceftizoxime	DB01332	ftsI	P0AD68	P0AD68	ceftizoxime_all	DB01332_all
ceftizoxime	DB01332	SLC15A1	P46059	P46059	ceftizoxime_all	DB01332_all
ceftizoxime	DB01332	GSR	P00390	P00390	ceftizoxime_all	DB01332_all
ceftizoxime	DB01332	MGST1	P10620	P10620	ceftizoxime_all	DB01332_all
ceftizoxime	DB01332	CA2	P00918	P00918	ceftizoxime_all	DB01332_all
ceftizoxime	DB01332	CA1	P00915	P00915	ceftizoxime_all	DB01332_all
ceftizoxime	DB01332	mrdA	P0AD65	P0AD65	ceftizoxime_all	DB01332_all
ceftizoxime	DB01332	SLC22A6	Q4U2R8	Q4U2R8	ceftizoxime_all	DB01332_all
ceftizoxime	DB01332	dacA	P0AEB2	P0AEB2	ceftizoxime_all	DB01332_all
ceftizoxime	DB01332	mrcA	P02918	P02918	ceftizoxime_all	DB01332_all
ceftizoxime	DB01332	SLC22A8	Q8TCC7	Q8TCC7	ceftizoxime_all	DB01332_all
chlorthalidone	DB00310	CA5B	Q9Y2D0	Q9Y2D0	chlorthalidone_all	DB00310_all
chlorthalidone	DB00310	Car13	N/A	N/A	chlorthalidone_all	DB00310_all
chlorthalidone	DB00310	TGFB3	P10600	P10600	chlorthalidone_all	DB00310_all
chlorthalidone	DB00310	ACOT13	Q9NPJ3	Q9NPJ3	chlorthalidone_all	DB00310_all
chlorthalidone	DB00310	EGLN1	Q9GZT9	Q9GZT9	chlorthalidone_all	DB00310_all
chlorthalidone	DB00310	PHF2	N/A	N/A	chlorthalidone_all	DB00310_all
chlorthalidone	DB00310	MMP3	P08254	P08254	chlorthalidone_all	DB00310_all
chlorthalidone	DB00310	NME2	P22392	P22392	chlorthalidone_all	DB00310_all
chlorthalidone	DB00310	AKR1D1	P51857	P51857	chlorthalidone_all	DB00310_all
chlorthalidone	DB00310	HINT1	P49773	P49773	chlorthalidone_all	DB00310_all
chlorthalidone	DB00310	NRP2	O60462	O60462	chlorthalidone_all	DB00310_all
chlorthalidone	DB00310	PGA4	N/A	N/A	chlorthalidone_all	DB00310_all
chlorthalidone	DB00310	FGFR3	P22607	P22607	chlorthalidone_all	DB00310_all
chlorthalidone	DB00310	PCNA	P12004	P12004	chlorthalidone_all	DB00310_all
chlorthalidone	DB00310	THRB	P10828	P10828	chlorthalidone_all	DB00310_all
chlorthalidone	DB00310	CA14	Q9ULX7	Q9ULX7	chlorthalidone_all	DB00310_all
chlorthalidone	DB00310	SLC12A1	Q13621	Q13621	chlorthalidone_all	DB00310_all
chlorthalidone	DB00310	NCOA1	Q15788	Q15788	chlorthalidone_all	DB00310_all
chlorthalidone	DB00310	REN	P00797	P00797	chlorthalidone_all	DB00310_all
chlorthalidone	DB00310	SNAI1	N/A	N/A	chlorthalidone_all	DB00310_all
chlorthalidone	DB00310	NCOA2	Q15596	Q15596	chlorthalidone_all	DB00310_all
chlorthalidone	DB00310	SLC12A3	P55017	P55017	chlorthalidone_all	DB00310_all
chlorthalidone	DB00310	VEGFC	N/A	N/A	chlorthalidone_all	DB00310_all
chlorthalidone	DB00310	SHBG	P04278	P04278	chlorthalidone_all	DB00310_all
chlorthalidone	DB00310	CA9	Q16790	Q16790	chlorthalidone_all	DB00310_all
chlorthalidone	DB00310	CYP7A1	N/A	N/A	chlorthalidone_all	DB00310_all
chlorthalidone	DB00310	KDM1A	O60341	O60341	chlorthalidone_all	DB00310_all
chlorthalidone	DB00310	CA7	P43166	P43166	chlorthalidone_all	DB00310_all
chlorthalidone	DB00310	ALB	P02768	P02768	chlorthalidone_all	DB00310_all
chlorthalidone	DB00310	GIF	N/A	N/A	chlorthalidone_all	DB00310_all
chlorthalidone	DB00310	CTBP1	Q13363	Q13363	chlorthalidone_all	DB00310_all
chlorthalidone	DB00310	CA5A	P35218	P35218	chlorthalidone_all	DB00310_all
chlorthalidone	DB00310	AKR1C4	P17516	P17516	chlorthalidone_all	DB00310_all
chlorthalidone	DB00310	MED1	Q15648	Q15648	chlorthalidone_all	DB00310_all
chlorthalidone	DB00310	MMP1	P03956	P03956	chlorthalidone_all	DB00310_all
chlorthalidone	DB00310	MAPK10	P53779	P53779	chlorthalidone_all	DB00310_all
chlorthalidone	DB00310	CA1	P00915	P00915	chlorthalidone_all	DB00310_all
chlorthalidone	DB00310	CD40LG	P29965	P29965	chlorthalidone_all	DB00310_all
chlorthalidone	DB00310	HSD17B1	P14061	P14061	chlorthalidone_all	DB00310_all
chlorthalidone	DB00310	NUDT16	N/A	N/A	chlorthalidone_all	DB00310_all
chlorthalidone	DB00310	CA6	P23280	P23280	chlorthalidone_all	DB00310_all
chlorthalidone	DB00310	TCEB2	N/A	N/A	chlorthalidone_all	DB00310_all
chlorthalidone	DB00310	KDM7A	N/A	N/A	chlorthalidone_all	DB00310_all
chlorthalidone	DB00310	CA3	P07451	P07451	chlorthalidone_all	DB00310_all
chlorthalidone	DB00310	HIST1H3H	N/A	N/A	chlorthalidone_all	DB00310_all
chlorthalidone	DB00310	NPPA	N/A	N/A	chlorthalidone_all	DB00310_all
chlorthalidone	DB00310	BPI	P17213	P17213	chlorthalidone_all	DB00310_all
chlorthalidone	DB00310	ACE	P12821	P12821	chlorthalidone_all	DB00310_all
chlorthalidone	DB00310	NAA50	N/A	N/A	chlorthalidone_all	DB00310_all
chlorthalidone	DB00310	CA2	P00918	P00918	chlorthalidone_all	DB00310_all
chlorthalidone	DB00310	CA12	O43570	O43570	chlorthalidone_all	DB00310_all
chlorthalidone	DB00310	SEPHS1	N/A	N/A	chlorthalidone_all	DB00310_all
chlorthalidone	DB00310	RNLS	N/A	N/A	chlorthalidone_all	DB00310_all
chlorthalidone	DB00310	GLO1	Q04760	Q04760	chlorthalidone_all	DB00310_all
chlorthalidone	DB00310	AGT	P01019	P01019	chlorthalidone_all	DB00310_all
chlorthalidone	DB00310	CA4	P22748	P22748	chlorthalidone_all	DB00310_all
cilastatin	DB01597	DPEP1	P16444	P16444	cilastatin_all	DB01597_all
cilastatin	DB01597	HIST1H4I	N/A	N/A	cilastatin_all	DB01597_all
cilastatin	DB01597	CASP8	Q14790	Q14790	cilastatin_all	DB01597_all
cilastatin	DB01597	RAP1A	N/A	N/A	cilastatin_all	DB01597_all
cilastatin	DB01597	ABCB1	P08183	P08183	cilastatin_all	DB01597_all
cilastatin	DB01597	TAF10	N/A	N/A	cilastatin_all	DB01597_all
cilastatin	DB01597	AKR1C3	P42330	P42330	cilastatin_all	DB01597_all
cilastatin	DB01597	AADAT	Q8N5Z0	Q8N5Z0	cilastatin_all	DB01597_all
cilastatin	DB01597	NME2	P22392	P22392	cilastatin_all	DB01597_all
cilastatin	DB01597	CPB2	Q96IY4	Q96IY4	cilastatin_all	DB01597_all
cilastatin	DB01597	PGA4	N/A	N/A	cilastatin_all	DB01597_all
cilastatin	DB01597	HRAS	P01112	P01112	cilastatin_all	DB01597_all
cilastatin	DB01597	SIRT6	N/A	N/A	cilastatin_all	DB01597_all
cilastatin	DB01597	CASP3	P42574	P42574	cilastatin_all	DB01597_all
cilastatin	DB01597	PCNA	P12004	P12004	cilastatin_all	DB01597_all
cilastatin	DB01597	THRB	P10828	P10828	cilastatin_all	DB01597_all
cilastatin	DB01597	PDE4A	P27815	P27815	cilastatin_all	DB01597_all
cilastatin	DB01597	OGT	N/A	N/A	cilastatin_all	DB01597_all
cilastatin	DB01597	RELA	Q04206	Q04206	cilastatin_all	DB01597_all
cilastatin	DB01597	GIF	N/A	N/A	cilastatin_all	DB01597_all
cilastatin	DB01597	PPP2R5C	Q13362	Q13362	cilastatin_all	DB01597_all
cilastatin	DB01597	UGDH	O60701	O60701	cilastatin_all	DB01597_all
cilastatin	DB01597	MGAM	O43451	O43451	cilastatin_all	DB01597_all
cilastatin	DB01597	DMPK	Q09013	Q09013	cilastatin_all	DB01597_all
cilastatin	DB01597	AKT1	P31749	P31749	cilastatin_all	DB01597_all
cilastatin	DB01597	FASLG	N/A	N/A	cilastatin_all	DB01597_all
cilastatin	DB01597	GOT1	P17174	P17174	cilastatin_all	DB01597_all
cilastatin	DB01597	PPP2R3B	N/A	N/A	cilastatin_all	DB01597_all
cilastatin	DB01597	EP300	N/A	N/A	cilastatin_all	DB01597_all
cilastatin	DB01597	SLC22A8	Q8TCC7	Q8TCC7	cilastatin_all	DB01597_all
cilastatin	DB01597	FKBP4	N/A	N/A	cilastatin_all	DB01597_all
cilastatin	DB01597	PPP1CA	P62136	P62136	cilastatin_all	DB01597_all
cilastatin	DB01597	EPHX2	P34913	P34913	cilastatin_all	DB01597_all
cilastatin	DB01597	HIST1H3H	N/A	N/A	cilastatin_all	DB01597_all
cilastatin	DB01597	FOLH1	Q04609	Q04609	cilastatin_all	DB01597_all
cilastatin	DB01597	ACE	P12821	P12821	cilastatin_all	DB01597_all
cilastatin	DB01597	COMT	P21964	P21964	cilastatin_all	DB01597_all
cilastatin	DB01597	GSTP1	P09211	P09211	cilastatin_all	DB01597_all
cilastatin	DB01597	PANK3	N/A	N/A	cilastatin_all	DB01597_all
cilastatin	DB01597	SLC22A6	Q4U2R8	Q4U2R8	cilastatin_all	DB01597_all
cilastatin	DB01597	UXS1	N/A	N/A	cilastatin_all	DB01597_all
