Drug,Targets
cabazitaxel,"['FOXO3', 'TUBB2B', 'CYP2C8', 'TUBB', 'TUB', 'TUBB4A', 'TUBB3', 'TUBA3C', 'TUBA3E', 'TUBB4B', 'SLCO1B1', 'TUBB6', 'TUBA1C', 'CYP3A5', 'TUBA3D', 'TUBA1A', 'ABCG2', 'AKT1S1', 'ABCB1', 'TUBA1B', 'TUBB1', 'IGF2', 'TUBB8', 'TUBB2A', 'CYP3A4', 'TUBA4A', 'SLCO1B3']"
dolutegravir,"['UGT1A1', 'ALB', 'ALDH1A2', 'CDX1', 'ORM1', 'CYP3A5', 'MEOX1', 'SLC47A1', 'CYP26A1', 'ABCG2', 'UGT1A9', 'CYP3A43', 'ABCB1', 'HOXB9', 'SLC22A8', 'FGF8', 'ORM2', 'UGT1A3', 'SLC22A2', 'SLC22A6', 'TBX6', 'MESP2', 'CYP3A4', 'HOXB1', 'MIXL1', 'NR1I2', 'CYP3A7-CYP3A51P']"
dutasteride,"['KCNH2', 'SRD5A2', 'SRD5A3', 'ALB', 'ERBB2', 'CALR', 'Slc18a2', 'KLK2', 'DHCR24', 'ORM1', 'CYP3A5', 'TMPRSS2', 'CCND1', 'AKR1C3', 'ADI1', 'VCAM1', 'HSD17B1', 'HSD17B3', 'Slc6a3', 'AKR1C1', 'EAF2', 'SOS1', 'KLK3', 'AKR1C2', 'CYP11B2', 'AR', 'SRD5A1']"
isradipine,"['CYP1B1', 'CACNA1H', 'FGF2', 'ABCB11', 'NCOA2', 'NR1H4', 'REN', 'CACNA1D', 'CACNB2', 'CACNA1E', 'CACNA2D1', 'STAR', 'PENK', 'CYP1A2', 'CACNA1C', 'Cacna1c', 'Cacna1f', 'CYP1A1', 'AHR', 'CYP2A6', 'CACNA1S', 'CYP2B6', 'CACNA1F', 'CYP3A4', 'CYP2C9', 'NR1I2', 'CACNA2D2']"
chlorhexidine,"['ALB', 'UBE2N', 'TARDBP', 'ACHE', 'EHMT2', 'RORC', 'HSPA5', 'folP', 'HTT', 'TAC1', 'IYD', 'USP1', 'RAD52', 'CYP2D6', 'GBA1', 'IDH1', 'SMOX', 'PLIN1', 'SLC22A2', 'PPARD', 'MC4R', 'PAX8', 'HKDC1', 'PAOX', 'AR', 'MMP2', 'ATXN2']"
lisinopril,"['ACHE', 'HLA-G', 'IGFBP1', 'VEGFA', 'SHBG', 'REN', 'VIP', 'MPO', 'SLC15A1', 'NPPA', 'HAVCR1', 'NPHS1', 'TIMP1', 'MMP3', 'BDKRB2', 'ACE', 'NOS2', 'BCL2', 'CD2AP', 'NPHS2', 'SLC15A2', 'EDN1', 'GH1', 'MMP2', 'HPSE', 'ACE2', 'AGT']"
enalapril,"['ALB', 'NOS1', 'VEGFA', 'PDE5A', 'CCN2', 'SLCO1B1', 'NR3C2', 'SLC22A7', 'ADRB2', 'HSPA4', 'MAPK8', 'SLC15A1', 'ABCB1', 'GSR', 'SLC22A8', 'SLCO1A2', 'CES1', 'BDKRB2', 'DSP', 'SLC22A6', 'ACE', 'APEX1', 'DPP4', 'CYP3A4', 'NOS3', 'TP53', 'AGT']"
flurazepam,"['GABRG2', 'GABRR1', 'GABRA3', 'GABRG1', 'GABRR3', 'GABRP', 'GABRB1', 'PRL', 'GABRB2', 'GABRD', 'GABRA2', 'ABCB1', 'GABRE', 'GABRQ', 'SLC22A2', 'GABRA5', 'CYP2A6', 'GABRG3', 'CYP2E1', 'TSPO', 'CYP3A4', 'GABRA1', 'GABRA4', 'GABRR2', 'GABRA6', 'GABRB3']"
diltiazem,"['Kcna1', 'SLC22A1', 'ALB', 'KCNH2', 'CYP2C8', 'Kcna7', 'KCNA5', 'ORM1', 'CYP3A5', 'Kcnc1', 'CACNG1', 'CYP2C19', 'Cacna1d', 'ABCG2', 'PLCD3', 'CACNA2D1', 'ABCB1', 'CYP2D6', 'CYP1A2', 'CACNA1C', 'Cacna1f', 'CACNA1S', 'Kcna2', 'CYP3A4', 'CYP2C9', 'CYP3A7-CYP3A51P']"
chlordiazepoxide,"['GABRG2', 'GABRR1', 'GABRA3', 'GABRG1', 'ABCB11', 'TRHR', 'TRH', 'GABRR3', 'GABRP', 'GABRB1', 'GABRB2', 'GABRD', 'GABRA2', 'GABRE', 'GABRQ', 'GABRA5', 'GABRG3', 'TSPO', 'AR', 'CYP3A4', 'GABRA1', 'GABRA4', 'GABRR2', 'GABRA6', 'Trhr', 'GABRB3']"
imipenem,"['ABCC2', 'SLCO2B1', 'mrdA', 'ABCB11', 'Abcb1a', 'Slco1a1', 'BAAT', 'mrcB', 'Slco1a4', 'pbpC', 'NPC1L1', 'SLC27A5', 'DPEP1', 'mrcA', 'SLC51A', 'NR5A2', 'ABCC3', 'SLC10A1', 'ABCG5', 'NR0B2', 'CYP8B1', 'ABCG8', 'IL2', 'Slco1b2', 'CYP7A1', 'NR1I2']"
sulfamethoxazole,"['ALB', 'ACHE', 'ABCB11', 'HLA-G', 'G6PD', 'MIR21', 'folP', 'SOX9', 'NAT2', 'CXCL8', 'PIR', 'COL2A1', 'IFNG', 'PHYH', 'MPO', 'GSTM1', 'ACAN', 'GSTP1', 'NAT1', 'MIR18A', 'MIR155', 'IL5', 'CYP3A4', 'SOD2', 'CYP2C9', 'GCLC']"
donepezil,"['TNFAIP6', 'NFKB2', 'NOS1', 'ACHE', 'GRIN3A', 'IL1B', 'HTR2A', 'CHRNA7', 'HRH3', 'CYP3A5', 'NFKB1', 'GRIN2D', 'GRIN2C', 'ABCG2', 'BCHE', 'CYP2D6', 'GRIN3B', 'BDNF', 'SIGMAR1', 'CHAT', 'GRIN2A', 'GRIN1', 'Maob', 'CYP3A4', 'GRIN2B', 'CYP2C9']"
oxymetholone,"['ALB', 'KITLG', 'EHMT2', 'PGR', 'NFE2L2', 'SHBG', 'CYP3A7-CYP3A51P', 'MAOA', 'PLG', 'TPO', 'CYP3A5', 'HSD11B2', 'ESR1', 'CYP3A43', 'EPO', 'CYP2D6', 'ALDH1A1', 'NPSR1', 'SLC22A2', 'NPPB', 'IL7', 'AR', 'CYP3A4', 'SRD5A1', 'IL6']"
lorazepam,"['GABRG2', 'GABRR1', 'GABRA3', 'GABRG1', 'GABRR3', 'GABRP', 'GABRB1', 'GABRB2', 'GABRD', 'APOE', 'GABRA2', 'GABRE', 'GPR68', 'GABRQ', 'GABRA5', 'GABRG3', 'Adra1b', 'TSPO', 'UGT2B15', 'CYP3A4', 'GABRA1', 'GABRA4', 'GABRR2', 'GABRA6', 'GABRB3']"
cabozantinib,"['KRAS', 'PIK3CA', 'CYP2C8', 'GPT', 'YES1', 'KIT', 'EGFR', 'HRAS', 'angpt2b', 'TEK', 'vegfaa', 'KDR', 'RET', 'ROS1', 'CFLAR', 'FLT3', 'AGR2', 'bcl2a', 'MET', 'CYP3A4', 'baxa', 'TP53', 'CYP2C9', 'GNA11', 'kdrl']"
pramipexole,"['SDHB', 'DRD3', 'PPARGC1A', 'SLC22A1', 'HTR1B', 'HTR2C', 'ACHE', 'HTR1D', 'ADRA2B', 'DRD1', 'HTR2A', 'DRD4', 'PRL', 'MAPK9', 'MAPK8', 'HTR1A', 'CASP3', 'ATP5F1A', 'ADRA2C', 'SLC22A2', 'ADRA2A', 'HTR2B', 'DRD2', 'DRD5', 'SLC22A3']"
buprenorphine,"['UGT1A1', 'CYP2C8', 'NTRK2', 'GPT', 'MAPK3', 'OPRK1', 'CYP3A5', 'CREB1', 'CYP2C18', 'CYP2C19', 'PRKACA', 'ABCG2', 'OPRD1', 'ABCB1', 'OPRL1', 'CYP2D6', 'BDNF', 'OPRM1', 'MAPK1', 'CAT', 'IL2', 'CYP3A4', 'IL4', 'CYP2C9', 'CYP3A7-CYP3A51P']"
glimepiride,"['KCNJ11', 'SLCO2B1', 'IRS1', 'ABCB11', 'HLA-G', 'G6PD', 'ABCC9', 'SLCO1B1', 'PCK1', 'KCNJ1', 'CAPN1', 'AKR1C3', 'CAPN2', 'INS', 'Ins1', 'CASP3', 'AKR1C1', 'ABCC8', 'CAPN10', 'CYP3A4', 'TP53', 'CYP2C9', 'NR1I2', 'SLCO1B3', 'TNF']"
iloperidone,"['DRD3', 'HRH1', 'CERKL', 'ABCB11', 'HTR6', 'DRD1', 'Htr7', 'HTR2A', 'HTR7', 'Drd2', 'DRD4', 'CYP3A5', 'HTR1A', 'NUBPL', 'CYP2D6', 'ADRA2C', 'Htr6', 'Htr1a', 'CYP2E1', 'CELF4', 'DRD2', 'NRG3', 'CYP3A4', 'ADRA1A', 'CYP3A7-CYP3A51P']"
fludrocortisone,"['ALB', 'TNFAIP6', 'HSD11B1', 'POMC', 'BMP6', 'SLPI', 'VEGFA', 'IL1B', 'NR3C2', 'CXCL8', 'CCL2', 'SERPINA6', 'HSD11B2', 'PID1', 'EREG', 'CCL3', 'IL1A', 'SLC7A11', 'CCL4', 'KLK3', 'PTGS2', 'MET', 'NR3C1', 'AR', 'CYP3A4']"
methazolamide,"['CA5A', 'GAP43', 'HLA-B', 'CA7', 'EHMT2', 'CA4', 'CA9', 'canA', 'CA5B', 'RET', 'NCE103', 'CA3', 'GAL', 'CA1', 'TIMP1', 'SLC22A6', 'CLU', 'CA14', 'CA6', 'HLA-C', 'CA2', 'INSR', 'Car5a', 'CA12', 'Car13']"
mirabegron,"['ADRB1', 'SLC22A1', 'ALB', 'AKT1', 'ADRB3', 'ADRB2', 'ORM1', 'UGT2B7', 'TLR4', 'MPO', 'ABCB1', 'CYP2D6', 'GSTM1', 'BCHE', 'CASP3', 'SLCO1A2', 'RELA', 'UGT1A3', 'SLC22A2', 'UGT1A8', 'CAT', 'ADIPOQ', 'CYP3A4', 'SLC22A3']"
etomidate,"['GABRG2', 'ALB', 'CYP11B1', 'CACNA1I', 'GABRA3', 'GABRG1', 'ADRA2B', 'GABRP', 'GABRB1', 'GABRB2', 'GABRD', 'GABRA2', 'SLC2A1', 'CASP3', 'GABRE', 'GABRQ', 'GABRA5', 'GABRG3', 'CYP11B2', 'STX1A', 'GABRA1', 'GABRA4', 'GABRA6', 'GABRB3']"
temazepam,"['GABRG2', 'GABRR1', 'GABRA3', 'GABRG1', 'GABRR3', 'GABRP', 'GABRB1', 'GABRB2', 'GABRD', 'CYP2C19', 'GABRA2', 'GABRE', 'GABRQ', 'GABRA5', 'GABRG3', 'TSPO', 'CYP2B6', 'CYP3A4', 'GABRA1', 'GABRA4', 'CYP2C9', 'GABRR2', 'GABRA6', 'GABRB3']"
nilutamide,"['NR1I2', 'CYP1B1', 'AKT1', 'esr2b', 'NFE2L2', 'IGF1R', 'THRA', 'thra.L', 'ESR1', 'GAPDH', 'esr2a', 'PPARG', 'CYP2D6', 'POR', 'GREB1', 'CYP1A2', 'KLK3', 'CYP2B6', 'AR', 'CYP3A4', 'CYP2C9', 'CDKN1B', 'THRB', 'CYP2C19']"
coenzyme a,"['yvbK', 'HMGCR', 'COASY', 'SF2441', ""aac(2')-Ic"", 'CS', 'fabH', 'KAT2B', 'menB', 'acpS', 'coaD', 'mshD', 'glcB', 'ACOT8', 'DBI', 'paiA', 'CRAT', 'coaA', 'glmU', 'ACAT2', 'caiB', 'KAT5', 'lacA', 'KAT2A']"
flunisolide,"['TGM2', 'GLCCI1', 'PGR', 'CYP3A5', 'SERPINA6', 'AKR1C3', 'CYP2D6', 'CYP2S1', 'AKR1C1', 'CYP1A2', 'AKR1C4', 'AKR1C2', 'NR3C1', 'AKR1D1', 'CCL5', 'PLA2G4A', 'CYP3A4', 'AR', 'SPP1', 'CYP2C9', 'TBXT', 'NR1I2', 'TNF', 'CYP2C19']"
meclofenamic acid,"['HSPA7', 'SLCO1C1', 'SNCA', 'REN', 'SULT1A1', 'SELL', 'UGT2B7', 'Ptgs2', 'AKR1C3', 'SLC16A2', 'SULT1E1', 'AKR1C1', 'ALOX5', 'KCNQ3', 'AKR1C4', 'SLC22A6', 'KCNQ2', 'PTGS2', 'TRPM4', 'Sox18', 'AKR1C2', 'SERPINA7', 'PTGS1', 'TNF']"
ixabepilone,"['KRAS', 'ERBB2', 'TUBB2B', 'ESR2', 'TUBB', 'TUB', 'TUBB4A', 'TUBB3', 'TUBA3C', 'TUBA3E', 'TUBB4B', 'TUBA4A', 'PGR', 'TUBB6', 'TUBA1C', 'TUBA3D', 'ESR1', 'TUBA1A', 'ABCB1', 'TUBA1B', 'TUBB1', 'TUBB2A', 'CYP3A4', 'TUBB8']"
quazepam,"['GABRG2', 'GABRR1', 'GABRA3', 'GABRG1', 'GABRR3', 'GABRP', 'GABRB1', 'GABRB2', 'GABRD', 'CYP2C19', 'GABRA2', 'GABRE', 'GABRQ', 'GABRA5', 'GABRG3', 'TSPO', 'CYP2B6', 'CYP3A4', 'GABRA1', 'GABRA4', 'CYP2C9', 'GABRR2', 'GABRA6', 'GABRB3']"
chlorthalidone,"['CA5A', 'ALB', 'CA7', 'TGFB3', 'CA4', 'CA9', 'VEGFC', 'REN', 'CA5B', 'NRP2', 'CA3', 'NPPA', 'SLC12A1', 'SLC12A3', 'CA1', 'MMP3', 'FGFR3', 'ACE', 'CA14', 'CA6', 'CA2', 'CA12', 'Car13', 'AGT']"
diflunisal,"['UGT1A1', 'ALB', 'DHFR', 'NFE2L2', 'IL1B', 'UGT2B7', 'UGT1A10', 'UGT1A9', 'FOS', 'CA1', 'UGT1A3', 'TTR', 'SLC22A6', 'HSD17B10', 'PTGS2', 'UGT1A8', 'NOS2', 'CA2', 'SLC6A8', 'UGT1A7', 'PTGS1', 'TNF', 'HLA-A', 'IL6']"
procainamide,"['KCNH2', 'SLC22A1', 'SCN5A', 'NAT2', 'SLC47A1', 'HSD11B2', 'RASSF1', 'MPO', 'SLC47A2', 'RAPSN', 'SLC22A5', 'SLC22A16', 'CYP2D6', 'BCHE', 'NAT1', 'SLC22A4', 'DNMT1', 'SLC22A2', 'TAS2R9', 'FOXP3', 'COP1', 'CDKN2A', 'SLC22A3', 'WIPI1']"
pimecrolimus,"['CYP2C8', 'Fkbp1a', 'FKBP1A', 'ABCB11', 'TNFRSF4', 'PPP3CA', 'AKR1B10', 'IFNG', 'CSF2', 'MTOR', 'ABCB1', 'NCOA1', 'IL1A', 'EPHX1', 'UGT1A3', 'ICAM1', 'FASN', 'CYP2B6', 'IL2', 'CYP3A4', 'IL4', 'IL2RA', 'NR1I2', 'TNF']"
hydroxyzine,"['KCNH2', 'ALB', 'HRH1', 'SLPI', 'IL1B', 'SLCO1B1', 'CYP3A5', 'TMPRSS2', 'ABCB4', 'CYP2C19', 'PID1', 'HRH4', 'IL24', 'ABCB1', 'CYP2D6', 'GSTP1', 'CYP1A2', 'SLC22A2', 'CYP3A4', 'IL4', 'CYP2C9', 'SLCO1B3', 'ACE2', 'HEXB']"
abiraterone,"['SRD5A2', 'SRD5A3', 'ALB', 'CYP2C8', 'CYP11B1', 'F3', 'DSE', 'ORM1', 'CYP17A1', 'CD46', 'TUBA1A', 'EEF1A1', 'CYP2D6', 'CYP1A2', 'PTEN', 'TSPYL1', 'SULT2A1', 'ABCC1', 'CYP11B2', 'AR', 'CYP3A4', 'SRD5A1', 'CYP2C9', 'CYP2C19']"
safinamide,"['CACNB4', 'SCN5A', 'SCN2A', 'MAOA', 'CYP3A5', 'SCN3A', 'SCN9A', 'ABCG2', 'CACNA2D1', 'CYP2D6', 'MAOB', 'SCN7A', 'CYP1A2', 'SCN4A', 'CYP1A1', 'SLCO3A1', 'SCN11A', 'CYP3A4', 'CACNB3', 'CACNA1B', 'CACNA2D2', 'SCN8A', 'SCN1A', 'CYP2C19']"
rosuvastatin,"['ALB', 'ABCC2', 'COQ2', 'SLCO2B1', 'ABCC4', 'ABCB11', 'HMGCR', 'FMO3', 'SLCO1B1', 'CYP3A5', 'HLA-DRB1', 'ABCG2', 'SLC7A11', 'SLC22A8', 'CRP', 'SLCO1A2', 'SLC10A1', 'NOS3', 'Hmgcr', 'CYP2C9', 'KIF6', 'ITGAL', 'SLCO1B3']"
saxagliptin,"['TH', 'NFE2L2', 'HMOX1', 'CYP3A5', 'MMP9', 'MPO', 'MYD88', 'SLC22A8', 'CASP3', 'BDNF', 'RELA', 'HMGB1', 'NOS2', 'ICAM1', 'BCL2', 'ABCC1', 'NOX4', 'DPP4', 'CYCS', 'CYP3A4', 'SLCO4C1', 'MMP2', 'TNF']"
nelfinavir,"['UGT1A1', 'SLC22A1', 'ALB', 'SLCO2B1', 'AKT1', 'ABCB11', 'SLCO1B1', 'TFAP2A', 'CYP3A7-CYP3A51P', 'ORM1', 'CYP3A5', 'TLR4', 'ORF1ab', 'ABCG2', 'ABCB1', 'CYP2D6', 'SLCO1A2', 'CYP2B6', 'IL6', 'CYP3A4', 'CYP2C9', 'SLCO1B3', 'CYP2C19']"
nintedanib,"['LCK', 'LATS1', 'HCK', 'AKT1', 'YES1', 'KDR', 'FLT1', 'FGR', 'TUBA1A', 'FRK', 'CFLAR', 'FLT3', 'BLK', 'FYN', 'FGFR2', 'PDGFRA', 'FGFR3', 'FGFR1', 'FLT4', 'LYN', 'PDGFRB', 'FGFR4', 'SRC']"
tapentadol,"['SLC6A4', 'GPT', 'SULT1A3', 'NDUFS1', 'PDK3', 'SULT1A1', 'CASP9', 'UGT2B7', 'OPRK1', 'CKB', 'UGT1A9', 'OPRD1', 'LDHA', 'CYP2D6', 'ALDOC', 'BCHE', 'CASP3', 'HTR3A', 'OPRM1', 'SLC6A2', 'NPIPB8', 'CYP2C9', 'CYP2C19']"
fenoprofen,"['ALB', 'HPGD', 'DHRS11', 'ACSL1', 'UGT2B7', 'HLA-DRB6', 'PTGR1', 'UGT1A10', 'TGFB1', 'PPARA', 'PPARG', 'NGFR', 'HLA-DQB1', 'SLC5A8', 'UGT1A3', 'PTGS2', 'UGT1A8', 'ACSL6', 'HLA-DPA1', 'UGT1A7', 'PTGS1', 'TNF']"
losartan,"['UGT1A1', 'ALB', 'CYP2C8', 'UGT2B17', 'ABCB11', 'CAMK1D', 'Agtr1b', 'SLC22A12', 'UGT2B7', 'CYP3A5', 'UGT1A10', 'AGTR1', 'ABCB1', 'NPHS1', 'Agtr1a', 'STK39', 'UGT1A3', 'SLC22A6', 'SLC2A9', 'CYP3A4', 'CYP2C9', 'CYP2C19']"
ciclopirox,"['KCNH2', 'PGR', 'PTGS1', 'MAPK3', 'HMOX1', 'PARP1', 'FKBP5', 'HIF1A', 'SLC47A1', 'ESR1', 'BIRC5', 'MAP2K1', 'MAPK1', 'PTGS2', 'RRM2', 'NR3C1', 'FLT4', 'AR', 'TP53', 'ALOX15', 'ATP1A1', 'MAPT']"
desloratadine,"['KCNH2', 'HRH1', 'ABCC2', 'F3', 'NMT1', 'CXCL8', 'PARP1', 'CDK1', 'ABCB1', 'CYP2D6', 'FCER1A', 'CASP3', 'RELA', 'SLC22A2', 'HPCAL1', 'PPARD', 'IL5', 'BCL2', 'CYP3A4', 'CCNB1', 'CHURC1-FNTB', 'ACE2']"
trihexyphenidyl,"['ALB', 'TNFAIP6', 'BMP6', 'SLPI', 'CHRM3', 'IL1B', 'CHRM1', 'ADRB3', 'CXCL8', 'COMT', 'PID1', 'EREG', 'APOE', 'IL24', 'IL1A', 'SLC7A11', 'CHRM2', 'CHRM5', 'SLC22A2', 'PTGS2', 'MET', 'CHRM4']"
trifluridine,"['ALB', 'ERBB2', 'TYMP', 'SLC29A2', 'ESR2', 'NFE2L2', 'PARP1', 'CDC21', 'CASP9', 'SLC28A1', 'CTSB', 'ESRRA', 'TYMS', 'CASP3', 'CASP8', 'SLC29A1', 'SLC22A6', 'NR1I3', 'CYP3A4', 'TP53', 'NR1I2', 'TK1']"
voriconazole,"['CYP1B1', 'ACHE', 'FMO3', 'CYP3A7-CYP3A51P', 'CYP3A5', 'ABCG2', 'ABCB1', 'CYP2D6', 'CA1', 'CYP51A1', 'ERG11', 'RELA', 'Cyp3a11', 'NR1I3', 'CYP2B6', 'CA2', 'CYP3A4', 'CYP2C9', 'FMO1', 'NR1I2', 'PTGS1', 'CYP2C19']"
amifostine,"['MAPK14', 'MDM2', 'NFKBIA', 'ALPG', 'MYL2', 'CDK1', 'TP53I3', 'TGFB1', 'PCNA', 'MPO', 'EI24', 'GSR', 'CASP3', 'MYC', 'ALPL', 'RELA', 'BCL2', 'SMAD2', 'TP53', 'BAX', 'CDKN1A', 'IL6']"
trimethoprim,"['SLC22A1', 'DHFR', 'CYP2C8', 'ACHE', 'G6PD', 'folA', 'SLC47A1', 'MPO', 'SLC47A2', 'CD74', 'ABCB1', 'GSTM1', 'CYP2D6', 'HLA-DOB', 'CYP1A2', 'IL6', 'CYP3A4', 'CBX1', 'SLC22A3', 'CYP2C9', 'Dhfr', 'CYP2C19']"
azelaic acid,"['SRD5A2', 'SRD5A3', 'CD68', 'SERPINE1', 'MBNL1', 'MAPK3', 'IGFBP3', 'PLAT', 'polA', 'ESR1', 'GNAL', 'GNA15', 'DCT', 'PPARG', 'PLAU', 'MAPK1', 'Or55b4', 'TYRP1', 'TYR', 'AKR1D1', 'MITF', 'SRD5A1']"
benzyl alcohol,"['Cyp2c6v1', 'Or43a', 'CYP2C8', 'ALDH2', 'Cyp2b2', 'SULT1A3', 'SULT1A1', 'SULT1A2', 'Akr1b8', 'AKR1B1', 'Ugt2b1', 'IL1A', 'CYP2D6', 'CYP1A2', 'Cyp2c11', 'CYP1A1', 'CYP2A6', 'CYP2E1', 'SULT1B1', 'Cyp2b1', 'LIF']"
eszopiclone,"['GABRG2', 'CYP2C8', 'GABRA3', 'GABRG1', 'S1PR3', 'CYP3A5', 'GABRP', 'GABRB1', 'GABRB2', 'GABRD', 'GABRA2', 'GABRE', 'GABRQ', 'GABRA5', 'GABRG3', 'TSPO', 'CYP3A4', 'GABRA1', 'GABRA4', 'GABRA6', 'GABRB3']"
flumazenil,"['GABRG2', 'GABRA3', 'GABRG1', 'Gabra4', 'NFE2L2', 'GABRP', 'GABRB1', 'GABRB2', 'GABRD', 'CYP2C19', 'GABRA2', 'GABRE', 'GABRQ', 'SLC22A2', 'GABRA5', 'GABRG3', 'TSPO', 'GABRA1', 'GABRA4', 'GABRA6', 'GABRB3']"
epoprostenol,"['PPARGC1A', 'HSD11B1', 'IL10', 'KNG1', 'MAPK3', 'PTGER4', 'IL1B', 'CCL2', 'FBN1', 'HSD11B2', 'IL1A', 'EDNRB', 'PTGER1', 'ACE', 'MAPK1', 'H6PD', 'PTGS2', 'PTGIR', 'PDGFA', 'TNF', 'AGT']"
protriptyline,"['SLC6A4', 'BMP6', 'SLPI', 'DRD1', 'THPO', 'SULT1A1', 'ADORA3', 'NFKB1', 'ABCB4', 'PID1', 'EREG', 'IL24', 'ABCB1', 'SLC7A11', 'CYP2D6', 'SULT2A1', 'PTGS2', 'HSD17B10', 'SLC6A3', 'MET', 'SLC6A2']"
montelukast,"['CYP2C8', 'SLCO2B1', 'ABCC9', 'CYSLTR1', 'LTC4S', 'CYP3A5', 'MLLT3', 'GALNT17', 'CYP2D6', 'LTA4H', 'ALOX5', 'CYP1A2', 'UGT1A3', 'CA10', 'Gpr17', 'CYP2A6', 'ABCC1', 'CYP3A4', 'CYP2C9', 'PTGS1', 'CYP2C19']"
butalbital,"['GABRG2', 'CHRFAM7A', 'GABRA3', 'GABRG1', 'CHRNA4', 'CHRNA7', 'GRIK2', 'GABRP', 'GABRB1', 'GABRB2', 'GABRD', 'GABRA2', 'GABRE', 'GABRQ', 'GABRA5', 'GABRG3', 'GRIA2', 'GABRA1', 'GABRA4', 'GABRA6', 'GABRB3']"
guanidine,"['SLC22A1', 'ALB', 'KL', 'ALDH2', 'SPTB', 'PAEP', 'SOD1', 'SLC47A1', 'DLG4', 'SLC47A2', 'e', 'SLC22A5', 'SLC22A16', 'SLC22A8', 'SPTA1', 'GAMT', 'SLC22A4', 'SLC22A2', 'NOX4', 'SLC22A3', 'RNASE1']"
zolmitriptan,"['HTR1B', 'HTR4', 'GPT', 'HTR1D', 'HTR2A', 'HTR7', 'MAOA', 'CASP9', 'HTR1A', 'ABCB1', 'HTR1E', 'CASP3', 'CYP1A2', 'HTR2B', 'NOS2', 'BCL2', 'BAD', 'NOS3', 'BCL2L1', 'BAX', 'HTR1F']"
nabumetone,"['HSPA7', 'ALB', 'SMN2', 'SMN1', 'HSD11B1', 'DDIT3', 'SELL', 'MPO', 'CYP2J2', 'FOS', 'AKR1C1', 'CYP1A2', 'AKR1C4', 'PTGS2', 'UTRN', 'BCL2', 'AKR1C2', 'RAPGEF4', 'CYP2C9', 'NR1I2', 'PTGS1']"
oxybutynin,"['ALB', 'CYP2C8', 'ABCB11', 'SLPI', 'CHRM3', 'CHRM1', 'ORM1', 'CYP3A5', 'CES2', 'ABCB4', 'IL24', 'Chrm1', 'CYP2D6', 'CHRM2', 'CHRM5', 'SLC22A2', 'MET', 'DRD2', 'CHRM4', 'JUN', 'CYP3A4']"
dicloxacillin,"['ALB', 'GPT', 'ABCB11', 'AGER', 'IL1B', 'NLRP3', 'CXCL1', 'SLC15A1', 'ABCB1', 'SLC22A8', 'HMGB1', 'S100A8', 'ICAM1', 'SLC15A2', 'S100A9', 'CYP3A4', 'IL4', 'GLS', 'CXCL2', 'NR1I2']"
pasireotide,"['BMP7', 'CYP19A1', 'Sstr2', 'BMP6', 'BMP4', 'FSHB', 'SSTR2', 'SSTR4', 'SSTR3', 'SSTR1', 'NOG', 'STAR', 'HSD3B2', 'ID1', 'SSTR5', 'CYP11A1', 'SMAD7', 'BMP2', 'SMAD6', 'CYP3A4']"
disopyramide,"['KCNH2', 'SLC22A1', 'SCN5A', 'KCND3', 'CHRM3', 'CHRM1', 'ORM1', 'TMPRSS2', 'CYP2D6', 'KCND2', 'ORM2', 'CHRM2', 'CYP1A2', 'SLC22A2', 'NR0B2', 'ASAH1', 'CYP3A4', 'HCN4', 'NR1I2', 'ACE2']"
hydroflumethiazide,"['ALB', 'CA5A', 'CA7', 'CA4', 'CA9', 'CA5B', 'CA3', 'SLC12A1', 'CA1', 'SLC22A8', 'SLC12A3', 'KDM4E', 'KCNMA1', 'SLC22A6', 'CA6', 'CA2', 'Car13', 'CA12', 'ATP1A1', 'CA14']"
cobicistat,"['ATF3', 'DDIT3', 'CBR3', 'CH25H', 'HSPA5', 'SLCO1B1', 'TNFRSF10B', 'CYP3A7-CYP3A51P', 'CYP3A5', 'ABCG2', 'CYP3A43', 'ABCB1', 'CYP2D6', 'GPX2', 'NR1I3', 'CYP3A4', 'BAX', 'NR1I2', 'SLCO1B3', 'CYP3A7']"
modafinil,"['ADORA2A', 'CYP3A5', 'COMT', 'CYP2C19', 'TNFRSF11A', 'ACP5', 'ABCB1', 'FOS', 'CYP2D6', 'Slc6a3', 'CYP1A2', 'SLC6A3', 'CYP2B6', 'RUNX2', 'CYP3A4', 'CYP2C9', 'NR1I2', 'ADRA1B', 'ADORA2B', 'TNFSF11']"
azelastine,"['KCNH2', 'HRH1', 'CYP2C8', 'LTC4S', 'HRH3', 'CYP3A5', 'HRH2', 'PLA2G1B', 'ABCB1', 'CYP2D6', 'CYP1A2', 'CYP1A1', 'CYP2A6', 'CYP2E1', 'CYP2B6', 'CYP3A4', 'ADRA1A', 'CYP2C9', 'ADRA1B', 'CYP2C19']"
pergolide,"['DRD3', 'HTR1B', 'HTR2C', 'HTR1D', 'ADRA2B', 'DRD1', 'Htr7', 'HTR2A', 'DRD4', 'HTR1A', 'ADRA2C', 'ADRA1D', 'Htr6', 'ADRA2A', 'HTR2B', 'DRD2', 'DRD5', 'CYP3A4', 'ADRA1A', 'ADRA1B']"
