Drug,Targets
epinephrine,"['TNF', 'CYP1A2', 'CYP3A4', 'CYP2C9', 'PAH', 'SLC22A2', 'SLC22A1', 'SLC22A5', 'ADRB1', 'ADRB2', 'ADRA1A', 'ADRA1B', 'ADRA1D', 'ADRA2A', 'ADRA2B', 'ADRA2C', 'ADRB3']"
mirtazapine,"['CYP1A2', 'CYP2D6', 'CYP3A4', 'CYP2C9', 'CYP2C8', 'SLC6A4', 'SLC6A3', 'SLC6A2', 'DRD2', 'ADRB1', 'HTR2C', 'OPRK1', 'ADRB2', 'ADRA1A', 'HRH1', 'HTR2B', 'HTR7', 'HTR2A', 'DRD3', 'HTR3A', 'ADRA2A', 'ADRA2C', 'HRH3']"
c-(1-azido-alpha-d-glucopyranosyl) formamide,['PYGM']
beta-alanine,['SLC16A10']
mercury diiodide,['SULT2A1']
"n-((1r,2s)-2-(5-chloro-1h-indole-2-carboxamido)cyclohexyl)-5-methyl-4,5,6,7-tetrahydrothiazolo[5,4-c]pyridine-2-carboxamide",['F10']
"9-butyl-8-(2-chloro-3,4,5-trimethoxy-benzyl)-9h-purin-6-ylamine",['HSP90AA1']
ecallantide,['KLKB1']
phenyl-uridine-5'-diphosphate,[]
alprenolol,"['CYP2D6', 'ADRB1', 'ADRB2', 'HTR1A']"
"4-acetamido-2,4-didexoy-d-glycero-beta-d-galacto-octopyranosylphosphonic acid",[]
xp13512,"['CACNA2D1', 'CACNA2D2']"
"[5-(5-nitro-2-furyl)-1,3,4-oxadiazol-2-yl]thio}acetic acid",['AKR1B1']
clofazimine,"['ABCB1', 'CYP3A4', 'ABCB11', 'ABCB11']"
fkb-001,['FKBP1A']
1-methyl-3-phenyl-1h-pyrazol-5-ylsulfamic acid,['PTPN1']
7-amino-4-methyl-chromen-2-one,"['PPIF', 'HDAC8']"
eculizumab,['C5']
mepenzolate,"['CHRM3', 'CHRM1']"
sparfosic acid,['CAD']
levomefolic acid,['ABCC2']
phenindione,['VKORC1']
2-(ethoxymethyl)-4-(4-fluorophenyl)-3-[2-(2-hydroxyphenoxy)pyrimidin-4-yl]isoxazol-5(2h)-one,['MAPK14']
6-benzyl-1-benzyloxymethyl-5-isopropyl uracil,[]
1-{[n-(1-imino-guanidino-methyl)]sulfanylmethyl}-3-trifluoromethyl-benzene,[]
coa-s-acetyl tryptamine,['AANAT']
"(3s)-1-(1,3-benzodioxol-5-ylmethyl)-3-[4-(1h-imidazol-1-yl)phenoxy]piperidine",['NOS2']
balanol analog 1,['PRKACA']
"(2s)-4-(2,5-difluorophenyl)-n-[(3r,4s)-3-fluoro-1-methylpiperidin-4-yl]-2-(hydroxymethyl)-n-methyl-2-phenyl-2,5-dihydro-1h-pyrrole-1-carboxamide",['KIF11']
isoprenaline,"['CYP1A1', 'ADRB1', 'ADRB2', 'ADRB3', 'MAPK1', 'PIK3R1', 'PIK3R2', 'PIK3R3']"
n-alpha-(2-naphthylsulfonyl)-n(3-amidino-l-phenylalaninyl)-4-acetyl-piperazine,['PRSS1']
1-(2-deoxy-5-o-phosphono-beta-d-erythro-pentofuranosyl)-5-nitro-1h-indole,[]
cr002,['PDGFD']
guanidine-3-propanol,['PRSS3']
"guanosine-2',3'-o-ethylidenephosphonate",['PNP']
[(2-amino-alpha-methoxyimino-4-thiazolylacetyl)amino]methylboronic acid,[]
agi-1067,['VCAM1']
4-thio-beta-d-glucopyranose,[]
tamsulosin,"['CYP2D6', 'CYP3A4', 'ADRA1A', 'ADRA1B', 'ADRA1D', 'ORM1']"
dimethyltryptamine,"['HTR2A', 'HTR6', 'SIGMAR1']"
"2-[(2,4-dichlorobenzoyl)amino]-5-(pyrimidin-2-yloxy)benzoic acid","['PPARG', 'RXRA', 'NCOA2']"
(s)-n-(4-carbamimidoylbenzyl)-1-(2-(cyclopentylamino)ethanoyl)pyrrolidine-2-carboxamide,"['F2', 'PRSS1']"
l-2-amino-4-(guanidinooxy)butyric acid,['NOS3']
"4-(5,11-dioxo-5h-indeno[1,2-c]isoquinolin-6(11h)-yl)butanoate",['TOP1']
"4,6-dideoxy-4-{[4,5,6-trihydroxy-3-(hydroxymethyl)cyclohex-2-en-1-yl]amino}-alpha-d-lyxo-hexopyranosyl-(1->4)-alpha-d-threo-hexopyranosyl-(1->6)-alpha-l-threo-hexopyranose","['AMY2A', 'AMY2A']"
glycylalanyl-n-2-naphthyl-l-prolineamide,[]
docetaxel,"['ABCB1', 'CYP3A4', 'ABCC2', 'CYP3A5', 'ABCC1', 'ABCC10', 'ABCG2', 'CYP1B1', 'NR1I2', 'SLCO1B3', 'TUBB1', 'BCL2', 'MAP2', 'MAP4', 'MAPT']"
4-methyl valeric acid,[]
zalcitabine,"['CYP2D6', 'CYP3A4', 'CYP2C9', 'CYP3A5', 'SLC22A6', 'SLC29A1', 'DCK', 'SLC29A2', 'CYP3A43']"
sulfadiazine,"['CYP3A4', 'CYP2E1', 'CYP2C9', 'CYP2C8']"
nd1-phosphonohistidine,[]
"6-(4-{(1s,2s)-2-amino-1-[(dimethylamino)carbonyl]-3-[(3s)-3-fluoropyrrolidin-1-yl]-3-oxopropyl}phenyl)-1h-[1,2,4]triazolo[1,5-a]pyridin-4-ium",['DPP4']
echothiophate,['BCHE']
quinidine,"['CYP1A2', 'CYP2D6', 'ABCB1', 'CYP3A4', 'CYP2E1', 'CYP2C9', 'ABCC2', 'CYP2C8', 'ABCB11', 'SLCO1A2', 'SLCO1B1', 'SLC22A2', 'SLC22A1', 'SLC22A5', 'SLC22A4', 'SLC22A8', 'CYP1A1', 'CYP2B6', 'SCN5A', 'KCNH2', 'ORM1', 'KCNK1']"
adenosine-5'-pentaphosphate,[]
denufosol,['P2RY2']
gentamicin c1a,[]
4-(2-hydroxybenzylamino)-n-(3-(4-fluorophenoxy)phenyl)piperidine-1-sulfonamide,['MAPK14']
darbepoetin alfa,['EPOR']
3-fluoro-5-morpholin-4-yl-n-[3-(2-pyridin-4-ylethyl)-1h-indol-5-yl]benzamide,['MAPK14']
2-(4-hydroxy-phenyl)benzofuran-5-ol,['ESR2']
terlipressin,"['AVPR2', 'AVPR1A', 'AVPR1B']"
d-leucyl-n-(3-chlorobenzyl)-l-prolinamide,['F2']
sulodexide,"['SERPINC1', 'SERPIND1']"
3-cyclohexyl-d-alanyl-n-(3-chlorobenzyl)-l-prolinamide,['F2']
tolmetin,"['PTGS2', 'MPO', 'PTGS1', 'SLC22A6', 'TDO2']"
"(1e)-5-(1-piperidin-4-yl-3-pyridin-4-yl-1h-pyrazol-4-yl)-2,3-dihydro-1h-inden-1-one oxime",['BRAF']
5'-guanosine-diphosphate-monothiophosphate,"['TGM3', 'ARF6', 'RAB11A']"
cromoglicic acid,"['KCNMA1', 'S100P']"
"n-[2-(2,4-diaminopyrido[2,3-d]pyrimidin-7-yl)-2-methylpropyl]-4-phenoxybenzamide",[]
n-cyclooctylglycyl-n-(4-carbamimidoylbenzyl)-l-prolinamide,"['F2', 'PRSS1']"
n-benzylformamide,['ADH1B']
ru78299,['SRC']
"(s)-2-((s)-3-isobutyl-2,5-dioxo-4-quinolin-3-ylmethyl-[1,4]diazepan-1yl)-n-methyl-3-naphtalen-2-yl-propionamide",['ITGAL']
l-threonohydroxamate 4-phosphate,[]
butenafine,['SQLE']
vinorelbine,"['CYP2D6', 'ABCB1', 'CYP3A4', 'TUBB']"
levetiracetam,"['ABCB1', 'ABCC2', 'CACNA1B', 'SV2A']"
6-amino-1-methylpurine,[]
n-[1-hydroxycarboxyethyl-carbonyl]leucylamino-2-methyl-butane,"['CTSB', 'CTSH']"
s-isopropyl-isothiourea,['NOS3']
ulobetasol,"['NR3C1', 'SERPINA6']"
fosmidomycin,[]
meropenem,[]
aripiprazole,"['CYP2D6', 'CYP3A4', 'CYP3A5', 'DRD2', 'CHRM3', 'CHRM1', 'HTR2C', 'CHRM2', 'ADRA1A', 'ADRA1B', 'HRH1', 'HTR1D', 'HTR1B', 'HTR1A', 'HTR1E', 'HTR7', 'HTR2A', 'DRD1', 'DRD5', 'DRD3', 'DRD4', 'HTR3A', 'HTR6', 'ADRA2A', 'ADRA2B', 'ADRA2C', 'CHRM4', 'CHRM5']"
nialamide,"['COMT', 'MAOA', 'MAOB']"
gabapentin,"['BCAT1', 'ADORA1', 'CACNA2D1', 'CACNA2D2', 'CACNA1B']"
l-xylitol 5-phosphate,[]
panitumumab,['EGFR']
indapamide,"['CYP3A4', 'KCNQ1', 'KCNE1']"
threonine-aspartic ester,[]
indole-3-glycerol phosphate,[]
ulapualide a,['ACTA1']
fluspirilene,"['DRD2', 'HTR2A', 'CACNG1']"
isotretinoin,['RARA']
bethanechol,['CHRM2']
"[2-amino-6-(2,6-difluoro-benzoyl)-imidazo[1,2-a]pyridin-3-yl]-phenyl-methanone",['CDK2']
"(2r)-3-{[{[(2s)-2,3-dihydroxypropyl]oxy}(hydroxy)phosphoryl]oxy}-2-[(9e)-hexadec-9-enoyloxy]propyl (9e)-octadec-9-enoate",['NR5A1']
"4-(4-methoxy-1h-pyrrolo[2,3-b]pyridin-3-yl)pyrimidin-2-amine","['CDK2', 'CCNA2']"
"(r)-(+) 5(9bh)-oxo-9b-phenyl-2,3-dihydrothiazolo[2,3-a]isoindol-3-carboxylic acid methyl ester",[]
estazolam,"['CYP3A4', 'GABRA1', 'GABRA2', 'GABRA3', 'GABRA5', 'GABRB1', 'GABRB2', 'GABRB3', 'GABRG1', 'GABRG2', 'GABRG3', 'GABRD', 'GABRP', 'GABRR1', 'GABRR2']"
"8,9-dichloro-2,3,4,5-tetrahydro-1h-benzo[c]azepine",['PNMT']
pck3145,['RPSA']
diflunisal,"['PTGS2', 'PTGS1', 'ALB', 'SLC22A6', 'UGT1A8', 'TTR']"
cra_9785,['PRSS1']
suvorexant,"['HCRTR1', 'HCRTR2']"
nebivolol,"['CYP2D6', 'ADRB1', 'ADRB2']"
zafirlukast,"['CYP1A2', 'CYP2D6', 'PTGS1', 'CYP3A4', 'CYP2E1', 'CYP2C9', 'CYP2C19', 'CYP2C8', 'ABCG2', 'CYSLTR1']"
homoserine lactone,['SLC9A1']
alpha-d-fucose,['LTF']
diureido-acetate,[]
pomalidomide,"['TNF', 'PTGS2', 'CYP1A2', 'ABCB1', 'CYP3A4', 'CRBN']"
fr221647,['ADA']
procyclidine,"['CHRM3', 'CHRM1', 'CHRM2', 'CHRM4']"
glutamine t-butyl ester,[]
aluminium monostearate,"['TNNC1', 'VDAC1', 'VDAC2', 'VDAC3']"
(2s)-2-(3-{[amino(imino)methyl]amino}phenyl)-3-[(s)-hydroxy(3-phenylpropyl)phosphoryl]propanoic acid,[]
milnacipran,"['SLC6A4', 'SLC6A2']"
sulfaphenazole,"['CYP2D6', 'CYP2C9', 'CYP2C8', 'CYP2B6', 'CYP2A6']"
"1,4-butanediol","['PLA2G2E', 'PLA2G2A', 'MAN1B1']"
pentazocine,"['OPRM1', 'OPRK1', 'SIGMAR1']"
5-(2-chlorophenyl)furan-2-carboxylic acid,[]
isosorbide mononitrate,"['CYP3A4', 'GUCY1A2']"
sgs518,['HTR6']
l-homoarginine,['NOS3']
radotinib,['ABL1']
2-carboxyethylphosphonic acid,['TPI1']
nonoxynol-9,['PTGS2']
"6,11-dihydro-11-ethyl-6-methyl-9-nitro-5h-pyrido[2,3-b][1,5]benzodiazepin-5-one",[]
malate ion,"['ME2', 'CS']"
fenretinide,['RBP4']
"5-[2-(4-hydroxyphenyl)ethyl]benzene-1,3-diol",['LTA4H']
anakinra,['IL1R1']
tetra(imidazole)diaquacopper (ii),[]
aminooxyacetic acid,['AGXT']
ceftazidime,"['SLC22A6', 'SLC22A5', 'SLC15A2']"
levodopa,"['CYP2D6', 'DDC', 'SLC16A10', 'SLC7A8', 'DRD2', 'DRD1', 'DRD5', 'DRD3', 'DRD4', 'SLC7A5']"
"2,4-dihydroxybenzoic acid",[]
(2r)-n-[(2r)-2-(dihydroxyboryl)-1-l-prolylpyrrolidin-2-yl]-n-[(5r)-5-(dihydroxyboryl)-1-l-prolylpyrrolidin-2-yl]-l-prolinamide,['DPP4']
pimavanserin,"['DRD2', 'HTR2A']"
"3-[(1e,7e)-8-(2,6-dioxo-1,2,3,6-tetrahydropyrimidin-4-yl)-3,6-dioxa-2,7-diazaocta-1,7-dien-1-yl]benzoic acid",['UNG']
ethinyl estradiol,"['ABCB1', 'CYP3A4', 'ABCC2', 'CYP2C8', 'ABCB11', 'SLC10A1', 'NR1I2', 'ESR1']"
"n-[3-[[4-[(5-chloro-1,3-benzodioxol-4-yl)amino]pyrimidin-2-yl]amino]phenyl]methanesulfonamide",['EPHB4']
n-[2-(1-formyl-2-methyl-propyl)-1-(4-piperidin-1-yl-but-2-enoyl)-pyrrolidin-3-yl]-methanesulfonamide,['CELA1']
thyrotropin alfa,['TSHR']
"1-(2,3-dihydro-1,4-benzodioxin-6-ylsulfonyl)-4-[(4-methoxyphenyl)sulfonyl]piperazine",['PKM']
"1,3,3-trimethyl-2-[(1e,3e)-3-methylpenta-1,3-dien-1-yl]cyclohexene",['CRABP2']
fentanyl,"['ABCB1', 'CYP3A4', 'CYP3A5', 'OPRM1', 'OPRK1', 'OPRD1']"
vemurafenib,"['CYP1A2', 'CYP2D6', 'CYP3A4', 'ALB', 'ABCC1', 'ABCG2', 'ORM1', 'BRAF']"
2-methylleucine,[]
1-o-[o-nitrophenyl]-beta-d-galactopyranose,[]
"1-({2-[2-(4-chlorophenyl)ethyl]-1,3-dioxolan-2-yl}methyl)-1h-imidazole",['HMOX1']
3-[(9h-fluoren-9-ylideneamino)oxy]propanoic acid,['TTR']
raltegravir,['UGT1A1']
levocetirizine,"['CYP3A4', 'HRH1']"
cyclandelate,"['CES1', 'CACNA2D1']"
n-cyclohexyl-n'-(propyl)phenyl urea,['EPHX2']
lopinavir,"['CYP1A2', 'CYP2D6', 'ABCB1', 'CYP3A4', 'CYP2C9', 'CYP2C19', 'CYP2C8', 'CYP2B6']"
alpha-ribazole-5'-phosphate derivative,[]
2-deoxy-glucose-6-phosphate,['PYGM']
n-(4-chlorophenyl)-2-[(pyridin-4-ylmethyl)amino]benzamide,['FLT1']
xl820,"['PDGFRB', 'PDGFRA', 'KDR', 'KIT']"
pyoverdine-chromophore,[]
l-guluronic acid 6-phosphate,[]
dapagliflozin,"['CYP1A2', 'CYP2D6', 'ABCB1', 'CYP3A4', 'CYP2C9', 'UGT1A9', 'CYP1A1', 'CYP2A6', 'UGT2B7', 'UGT2B4']"
n-[n-[1-hydroxycarboxyethyl-carbonyl]leucylamino-butyl]-guanidine,['CAPN1']
dpb-t,[]
[1-(6-{6-[(1-methylethyl)amino]-1h-indazol-1-yl}pyrazin-2-yl)-1h-pyrrol-3-yl]acetic acid,['CSNK2A2']
n7-methyl-formycin a,[]
raloxifene,"['CYP3A4', 'CYP19A1', 'CYP2C8', 'AOX1', 'CYP2B6', 'ESR1', 'ESR2']"
ecgonine,['BCHE']
ibritumomab tiuxetan,"['FCGR3B', 'C1R', 'C1QA', 'C1QB', 'C1QC', 'FCGR3A', 'C1S', 'FCGR1A', 'FCGR2A', 'FCGR2B', 'FCGR2C', 'MS4A1']"
"l-709,587",['FKBP1A']
serine vanadate,[]
"5-[(3r)-3-(5-methoxybiphenyl-3-yl)but-1-yn-1-yl]-6-methylpyrimidine-2,4-diamine",['DHFR']
desvenlafaxine,"['CYP3A4', 'SLC6A4', 'SLC6A2']"
sargramostim,"['CSF2RA', 'IL3RA', 'CSF2RB', 'SDC2', 'PRG2']"
"5-(4-phenoxyphenyl)-5-(4-pyrimidin-2-ylpiperazin-1-yl)pyrimidine-2,4,6(2h,3h)-trione",['MMP9']
sevoflurane,"['CYP3A4', 'CYP2E1', 'ALB', 'GRIA1', 'GLRA1', 'MT-ND1', 'CYP2B6', 'CYP2A6', 'KCNA1', 'ATP2C1', 'ATP5D', 'GABRA1']"
betazole,['HRH2']
factor iiim,[]
1-acetyl-4-(4-{4-[(2-ethoxyphenyl)thio]-3-nitrophenyl}pyridin-2-yl)piperazine,['ITGAL']
n-[o-phosphono-pyridoxyl]-isoleucine,['BCAT2']
"2-(4-{(3s,5s)-5-[(3,3-difluoropyrrolidin-1-yl)carbonyl]pyrrolidin-3-yl}piperazin-1-yl)pyrimidine",['DPP4']
tert-butyl(1s)-1-cyclohexyl-2-oxoethylcarbamate,['CTSK']
"(9z,11e,13s)-13-hydroxyoctadeca-9,11-dienoic acid",['PPARG']
proellex,['PGR']
6-(4-difluoromethoxy-3-methoxy-phenyl)-2h-pyridazin-3-one,['PDE4D']
cyclohexylammonium ion,[]
{4-[(2r)-pyrrolidin-2-ylmethoxy]phenyl}(4-thiophen-3-ylphenyl)methanone,['LTA4H']
flurazepam,"['ABCB1', 'CYP3A4', 'CYP2E1', 'SLC22A2', 'CYP2A6', 'GABRA1', 'GABRA2', 'GABRA3', 'GABRA4', 'GABRA5', 'GABRA6', 'GABRB1', 'GABRB2', 'GABRB3', 'GABRG1', 'GABRG2', 'GABRG3', 'GABRD', 'GABRP', 'GABRR1', 'GABRR2', 'GABRQ']"
rolapitant,"['CYP2D6', 'ABCB1', 'CYP3A4', 'ABCG2']"
carfilzomib,"['ABCB1', 'PSMB5', 'PSMB1', 'PSMB2', 'PSMB8', 'PSMB9', 'PSMB10']"
6-fluoro-2-(2-hydroxy-3-isobutoxy-phenyl)-1h-benzoimidazole-5-carboxamidine,['PLAU']
2-(acetylamino)-2-deoxy-6-o-methyl-alpha-d-allopyranose,[]
"3,7-bis(dimethylamino)phenothiazin-5-ium",['ACHE']
beta-hydroxyaspartic acid,[]
"n'-(6-aminopyridin-3-yl)-n-(2-cyclopentylethyl)-4-methyl-benzene-1,3-dicarboxamide",['KDR']
allopurinol,"['XDH', 'XDH', 'SLC22A8', 'AOX1']"
piperacillin,['SLC22A6']
4-imino-5-methidyl-2-methylpyrimidine,[]
"5-(1,4-diazepan-1-sulfonyl)isoquinoline","['PRKACA', 'PKIA', 'ROCK1', 'ROCK2']"
iodo-willardiine,['GRIA2']
3-fluoro-n-[1-(4-fluorophenyl)-3-(2-thienyl)-1h-pyrazol-5-yl]benzenesulfonamide,['PPARG']
"2-imino-5-(1-pyridin-2-yl-meth-(e)-ylidene)-1,3-thiazolidin-4-one",['CDK2']
novobiocin,"['ABCB11', 'SLC22A6', 'ABCG2', 'SLC22A8', 'SLC22A11']"
dronedarone,"['CYP2D6', 'ABCB1', 'CYP3A4', 'ALB', 'ADRB1', 'KCNH2', 'ADRA1A', 'ADRA1B', 'ADRA1D', 'ADRA2A', 'ADRA2B', 'ADRA2C', 'SCN1A', 'CACNA1C', 'CACNB2', 'CACNA1D', 'CACNA1S', 'CACNB1', 'CACNA1F', 'CACNB3', 'CACNB4']"
open form of 2'-deoxy-ribofuranose-5'-phosphate,[]
duramycin,['PLA2G4A']
acetylamino-acetic acid,[]
decitabine,"['DCK', 'DNMT1']"
"(5s)-2-(cyclooctylamino)-5-methyl-5-propyl-1,3-thiazol-4(5h)-one",['HSD11B1']
carbamazepine,"['CYP1A2', 'ABCB1', 'CYP3A4', 'CYP2C9', 'ABCC2', 'CYP2C19', 'CYP3A5', 'CYP2C8', 'CYP2B6', 'SCN5A', 'UGT2B7', 'RALBP1']"
dimetindene,"['CHRM2', 'HRH1']"
3-fluoro-2-methyl-aniline,[]
(s)-atpa,['GRIA2']
afamelanotide,['MC1R']
v24343,['CNR1']
uridine-5'-diphosphate-4-deoxy-4-fluoro-alpha-d-galactose,[]
vismodegib,"['ABCB1', 'CYP3A4', 'CYP2C9', 'ALB', 'CYP2C19', 'CYP2C8', 'ABCG2', 'ORM1', 'SMO']"
benzoyl-arginine-alanine-methyl ketone,['CTSF']
4-phenoxy-n-(pyridin-2-ylmethyl)benzamide,['MAPK14']
heme d,[]
cyt997,"['TUBB1', 'TUBB', 'TUBA1A', 'TUBB4B', 'TUBA4A', 'TUBA3D', 'TUBB4A', 'TUBB3', 'TUBA1C', 'TUBA1B', 'TUBA3E', 'TUBB2A', 'TUBB2B', 'TUBB6']"
5-aminonaphthalene-1-sulfonic acid,['TTR']
corticotropin,"['CYP24A1', 'CYP27B1', 'HSD3B2', 'MC2R', 'CRH']"
aer001,"['IL4R', 'IL13RA2']"
"(1s,3r,6s)-4-oxo-6-{4-[(2-phenylquinolin-4-yl)methoxy]phenyl}-5-azaspiro[2.4]heptane-1-carboxylic acid",['ADAM17']
ribulose-5-phosphate,[]
azd-8330,['MAP3K1']
"1-[(2-amino-6,9-dihydro-1h-purin-6-yl)oxy]-3-methyl-2-butanol",['CDK2']
dihydrotachysterol,['VDR']
meta vanadate,['CKS1B']
phenserine,"['BCHE', 'ACHE']"
dipotassium phosphate,[]
(4s)-4-(2-naphthylmethyl)-d-glutamic acid,[]
trabectedin,"['CYP2D6', 'PTGS1', 'CYP3A4', 'CYP2E1', 'CYP2C9', 'CYP2C19']"
moxonidine,['NISCH']
degraded cephaloridine,"['SLC22A6', 'SLC22A5', 'SLC22A8', 'SLC22A11']"
benzonatate,['SCN5A']
phosphorylisopropane,"['PRSS1', 'PRSS2']"
1-decane-sulfonic-acid,[]
4-amino-n-[(2-sulfanylethyl)carbamoyl]benzenesulfonamide,['FBP1']
cabozantinib,"['CYP3A4', 'CYP2C9', 'KDR', 'RET', 'MET']"
(1-methyl-1h-imidazol-2-yl)-(3-methyl-4-{3-[(pyridin-3-ylmethyl)-amino]-propoxy}-benzofuran-2-yl)-methanone,['NMT1']
calyculin a,['PPP1CC']
ketoprofen,"['PTGS2', 'PTGS1', 'CYP2C9', 'ALB', 'CYP2C8', 'SLCO1A2', 'SLC22A6', 'SLC22A8', 'ABCC4', 'SLC22A11', 'CXCR1']"
zuclopenthixol,"['CYP2D6', 'DRD2', 'ADRA1A', 'HRH1', 'HTR2A', 'DRD1', 'DRD5', 'ADRA2A']"
lactose,['GLTP']
venetoclax,"['ABCB1', 'CYP3A4', 'ABCG2', 'BCL2']"
5-bromonicotinamide,['ART1']
"2-(1,3-benzodioxol-5-yl)-5-[(3-fluoro-4-methoxybenzyl)sulfanyl]-1,3,4-oxadiazole",['GSK3B']
"3-carboxy-n,n,n-trimethyl-2-(octanoyloxy)propan-1-aminium",['CROT']
"n-(3,5-dibromo-4-hydroxyphenyl)-2,6-dimethylbenzamide",['TTR']
thiocolchicoside,"['GLRA1', 'TNFSF11']"
"2,6-difluorobenzenesulfonamide",['CA2']
candesartan,"['ABCB1', 'PTGS1', 'CYP2C9', 'CYP2C8', 'AGTR1', 'UGT1A3']"
"2,4-dihydroxy-7-(methyloxy)-2h-1,4-benzoxazin-3(4h)-one",[]
trifluridine,"['SLC22A6', 'TYMS', 'TYMP', 'TK1']"
trastuzumab emtansine,"['ABCB1', 'CYP3A4', 'ERBB2', 'CYP3A5']"
"5-(3-(2,6-dichloro-4-(4,5-dihydro-2-oxazolyl)phenoxy)propyl)-3-methyl isoxazole",[]
cupric chloride,[]
1-anilino-8-naphthalene sulfonate,"['TTR', 'FABP4', 'S100A7']"
5-(1-carboxy-1-phosphonooxy-ethoxyl)-shikimate-3-phosphate,[]
"(z,z)-4-hydroxy-n,n,n-trimethyl-10-oxo-7-[(1-oxo-9-octadecenyl)oxy]-3,5,9-trioxa-4-phosphaheptacos-18-en-1-aminium-4-oxide",['PITPNA']
"3-cyclopropyl-5-phenyl-n-(pyridin-3-ylmethyl)pyrazolo[1,5-a]pyrimidin-7-amine",['CDK2']
"cysteine-methylene-carbamoyl-1,10-phenanthroline",['FABP4']
methyltestosterone,"['CYP3A4', 'ALB', 'CYP19A1', 'SLCO1A2', 'SLC22A8', 'CYP2B6', 'AR', 'SHBG']"
guanidine,"['SLC22A2', 'SLC22A1', 'SLC22A3', 'SLC22A5', 'SLC22A4', 'RNASE1', 'SLC22A8', 'GAMT', 'ALDH2', 'DLG4']"
zoledronic acid,"['ABCC1', 'FDPS', 'GGPS1']"
1-deoxy-1-acetylamino-beta-d-gluco-2-heptulopyranosonamide,['PYGM']
arimoclomol,['SOD1']
"(2r,4r)-n~1~-(4-chlorophenyl)-n~2~-[2-fluoro-4-(2-oxopyridin-1(2h)-yl)phenyl]-4-methoxypyrrolidine-1,2-dicarboxamide",['F10']
"n,n-dimethylarginine","['NOS3', 'NOS2']"
"n-(m-trifluoromethylphenyl) phenoxazine-4,6-dicarboxylic acid",['TTR']
ly-517717,['F10']
n-(5-chloro-benzo[b]thiophen-3-ylmethyl)-2-[6-chloro-oxo-3-(2-pyridin-2-yl-ethylamino)-2h-pyrazin-1-yl]-acetamide,['F2']
ins 316,['P2RY2']
desirudin,['CPA1']
alitretinoin,"['CYP1A2', 'ABCB1', 'RARG', 'RARB', 'RXRG', 'RXRB', 'RARA', 'RXRA', 'CRABP2', 'CRABP1']"
guanosine-5'-triphosphate,"['ADSSL1', 'GLUD1', 'UCKL1', 'HRAS', 'PFKFB1', 'RAB5A', 'ARF1', 'RND3', 'RHEB', 'RAP2A']"
pentamidine,"['CYP1A2', 'CYP2D6', 'CYP3A4', 'CYP2C19', 'CYP4A11', 'CYP3A5', 'CYP2C8', 'CYP1A1', 'TRDMT1']"
fludiazepam,"['GABRA1', 'GABRA2', 'GABRA3', 'GABRA5', 'GABRB1', 'GABRB2', 'GABRB3', 'GABRG1', 'GABRG2', 'GABRG3', 'GABRD', 'GABRP', 'GABRR1', 'GABRR2']"
3-amino-azacyclotridecan-2-one,['MMP8']
"(3r,4s)-1-[(4-amino-5h-pyrrolo[3,2-d]pyrimidin-7-yl)methyl]-4-[(methylsulfanyl)methyl]pyrrolidin-3-ol",[]
oxyphencyclimine,"['CHRM3', 'CHRM1', 'CHRM2']"
crisaborole,"['CYP1A2', 'CYP2C9', 'CYP2C8', 'PDE4B', 'PDE4D', 'CYP2B6', 'PDE4A', 'PDE4C']"
guanethidine,"['CYP3A4', 'SLC6A2']"
"5-(3-amino-4,4-dihyroxy-butylsulfanylmethyl)-tetrahydro-furan-2,3,4-triol",[]
acepromazine,"['ALB', 'SLC22A1', 'DRD2', 'ADRA1A', 'ADRA1B', 'HTR1A', 'HTR2A', 'DRD1']"
n'-l-seryl-3'-amino-(3'-deoxy)-adenosine,[]
"5-chloryl-2,4,6-quinazolinetriamine",[]
"n-{(1s,2r)-2-hydroxy-1-[(hydroxyamino)carbonyl]propyl}-4-{[4-(morpholin-4-ylmethyl)phenyl]ethynyl}benzamide",[]
"7,9-dimethylguanine",[]
cytidine-5'-triphosphate,['UCK2']
n-({(2s)-1-[(3r)-3-amino-4-(2-fluorophenyl)butanoyl]pyrrolidin-2-yl}methyl)benzamide,['DPP4']
2-(2-{2-[(biphenyl-4-ylmethyl)-amino]-3-mercapto-pentanoylamino}-acetylamino)-3-methyl-butyric acid methyl ester,['MMP3']
"(2s,5r,8s,11r,12s,15s,18s,19s,e)-8-isobutyl-18-((5s,6s)-6-methoxy-3,5-dimethyl-7-phenylheptyl)-1,2,5,12,15,19-hexamethyl-3,6,9,13,16,20,25-heptaoxo-1,4,7,10,14,17,21-heptaazacyclopentacos-21-ene-11,22-dicarboxylic acid",['PPP1CC']
"(1-hydroxydodecane-1,1-diyl)bis(phosphonic acid)",['GGPS1']
bendamustine,['CYP1A2']
phenylalanine amide,[]
dexrazoxane,"['TOP2A', 'TOP2B']"
vitamin b6 complexed with 2-amino-hexanoic acid,[]
chlorcyclizine,['HRH1']
"2-[3-(5-mercapto-[1,3,4]thiadiazol-2-yl)-ureido]-n-methyl-3-phenyl-propionamide",['MMP3']
methazolamide,"['CYP2D6', 'CYP3A4', 'CYP2E1', 'CYP2C9', 'CYP2C19', 'SLC22A6', 'CA1', 'CA2', 'CA4', 'CA7']"
5-chloro-6-methyl-n-(2-phenylethyl)-2-pyridin-2-ylpyrimidin-4-amine,['METAP1']
